feat1	feat2	R	p	Padj	name_int	type	sign	color
SMPD1	CTSF	0.462094304960196	5.65000809737981e-05	0.00225298459535269	SMPD1 (interacts with) CTSF	prot-prot	NA	prot-prot_NA
GDF15	CTSZ	0.492953187638609	1.45513317177937e-05	0.000697811761928928	GDF15 (interacts with) CTSZ	prot-prot	NA	prot-prot_NA
GGH	CTSZ	0.616796430758464	1.30389943286957e-08	1.45900380985144e-06	GGH (interacts with) CTSZ	prot-prot	NA	prot-prot_NA
GLB1	CTSZ	0.513918292362873	5.35702127435478e-06	0.000293949372490237	GLB1 (interacts with) CTSZ	prot-prot	NA	prot-prot_NA
IGFBP7	CTSZ	0.444164501499819	0.000117295653921712	0.00416330669344791	IGFBP7 (interacts with) CTSZ	prot-prot	NA	prot-prot_NA
MAN2B2	CTSZ	0.558148893360161	5.15979913684461e-07	3.76966264108591e-05	MAN2B2 (interacts with) CTSZ	prot-prot	NA	prot-prot_NA
NPC2	CTSZ	0.456075583938413	7.25289142073926e-05	0.00278199031642396	NPC2 (interacts with) CTSZ	prot-prot	NA	prot-prot_NA
PLA2G15	CTSZ	0.585793018983466	9.9756696458897e-08	9.03616213426622e-06	PLA2G15 (interacts with) CTSZ	prot-prot	NA	prot-prot_NA
PLAT	CTSZ	0.466573353162453	4.67743403136378e-05	0.00193113353577849	PLAT (interacts with) CTSZ	prot-prot	NA	prot-prot_NA
PRTFDC1	CTSZ	-0.478540810077858	2.78686448877963e-05	0.00122755883485182	PRTFDC1 (interacts with) CTSZ	prot-prot	NA	prot-prot_NA
SGSH	CTSZ	0.535998600297437	1.73627610688953e-06	0.000109016064608614	SGSH (interacts with) CTSZ	prot-prot	NA	prot-prot_NA
SMPD1	CTSZ	0.542262269267781	1.24281240498902e-06	8.11065376368949e-05	SMPD1 (interacts with) CTSZ	prot-prot	NA	prot-prot_NA
TNFRSF10B	CTSZ	0.495127285451841	1.31587942642231e-05	0.000642429347348381	TNFRSF10B (interacts with) CTSZ	prot-prot	NA	prot-prot_NA
ICAM1	CXCL10	0.497191846732569	1.1952368004664e-05	0.000588565312291031	ICAM1 (interacts with) CXCL10	prot-prot	NA	prot-prot_NA
PTPRK	CXCL10	0.489073571865978	1.73830191561031e-05	0.000810891792786062	PTPRK (interacts with) CXCL10	prot-prot	NA	prot-prot_NA
TNFRSF1B	CXCL10	0.466713323418774	4.64970542686238e-05	0.00192122985296582	TNFRSF1B (interacts with) CXCL10	prot-prot	NA	prot-prot_NA
DDAH1	CXCL8	0.550975417723734	7.71720340964066e-07	5.39259274992033e-05	DDAH1 (interacts with) CXCL8	prot-prot	NA	prot-prot_NA
GLB1	CXCL8	0.545586562855393	1.03785825378289e-06	6.88687337393915e-05	GLB1 (interacts with) CXCL8	prot-prot	NA	prot-prot_NA
HEG1	CXCL8	0.479695564692503	2.64831232965612e-05	0.00117560346803058	HEG1 (interacts with) CXCL8	prot-prot	NA	prot-prot_NA
MDK	CXCL8	0.457265331117138	6.90607525666298e-05	0.00267695113345065	MDK (interacts with) CXCL8	prot-prot	NA	prot-prot_NA
PLA2G15	CXCL8	0.466818301111014	4.62900904425467e-05	0.00191576071323868	PLA2G15 (interacts with) CXCL8	prot-prot	NA	prot-prot_NA
PSME1	CXCL8	0.445752777534774	0.00011012523284526	0.00394698671244419	PSME1 (interacts with) CXCL8	prot-prot	NA	prot-prot_NA
TNFRSF10B	CXCL8	0.462094304960196	5.65000809737981e-05	0.00225298459535269	TNFRSF10B (interacts with) CXCL8	prot-prot	NA	prot-prot_NA
DBI	DAB2	0.661446942524713	4.56871429577177e-10	7.47290338314771e-08	DBI (interacts with) DAB2	prot-prot	NA	prot-prot_NA
DTYMK	DAB2	0.521441693640102	3.68172439024761e-06	0.000212464454700132	DTYMK (interacts with) DAB2	prot-prot	NA	prot-prot_NA
DUT	DAB2	0.572040941299974	2.30225916553195e-07	1.88888228021918e-05	DUT (interacts with) DAB2	prot-prot	NA	prot-prot_NA
EDIL3	DAB2	-0.445822762662934	0.000109818778848858	0.00394698671244419	EDIL3 (interacts with) DAB2	prot-prot	NA	prot-prot_NA
ENO1	DAB2	0.693185198145394	2.92761370701555e-11	6.26509333301328e-09	ENO1 (interacts with) DAB2	prot-prot	NA	prot-prot_NA
FABP5	DAB2	0.503840433907795	8.73194753392426e-06	0.000451179904770976	FABP5 (interacts with) DAB2	prot-prot	NA	prot-prot_NA
FGF2	DAB2	0.585793018983466	9.9756696458897e-08	9.03616213426622e-06	FGF2 (interacts with) DAB2	prot-prot	NA	prot-prot_NA
FKBP5	DAB2	0.843023357536523	0	0	FKBP5 (interacts with) DAB2	prot-prot	NA	prot-prot_NA
FST	DAB2	-0.532184410812702	2.12140759936474e-06	0.000129554690015902	FST (interacts with) DAB2	prot-prot	NA	prot-prot_NA
GGCT	DAB2	0.57641501180999	1.77186473937496e-07	1.49430169153199e-05	GGCT (interacts with) DAB2	prot-prot	NA	prot-prot_NA
JPT2	DAB2	0.857055375732657	0	0	JPT2 (interacts with) DAB2	prot-prot	NA	prot-prot_NA
KIF22	DAB2	0.517544550317681	4.47614843568367e-06	0.000251526240324632	KIF22 (interacts with) DAB2	prot-prot	NA	prot-prot_NA
LBR	DAB2	0.605073921791619	2.88726069719303e-08	2.96579418815668e-06	LBR (interacts with) DAB2	prot-prot	NA	prot-prot_NA
MCFD2	DAB2	0.585618056163065	1.00848364548156e-07	9.10293849418858e-06	MCFD2 (interacts with) DAB2	prot-prot	NA	prot-prot_NA
MGMT	DAB2	0.747808590674482	1.02140518265514e-13	3.42871700530511e-11	MGMT (interacts with) DAB2	prot-prot	NA	prot-prot_NA
MTHFD2	DAB2	0.477456040591374	2.92312780514337e-05	0.00127989636890165	MTHFD2 (interacts with) DAB2	prot-prot	NA	prot-prot_NA
MZT1	DAB2	0.598810252821275	4.35819309529961e-08	4.32117369449012e-06	MZT1 (interacts with) DAB2	prot-prot	NA	prot-prot_NA
NEXN	DAB2	0.948071034905083	0	0	NEXN (interacts with) DAB2	prot-prot	NA	prot-prot_NA
NT5C	DAB2	0.617286326655586	1.26039554348978e-08	1.4164970484384e-06	NT5C (interacts with) DAB2	prot-prot	NA	prot-prot_NA
PLEKHO1	DAB2	0.536628466450879	1.67937721196054e-06	0.000105831673136556	PLEKHO1 (interacts with) DAB2	prot-prot	NA	prot-prot_NA
PPP1CC	DAB2	0.790954422185286	4.44089209850063e-16	2.25825958593062e-13	PPP1CC (interacts with) DAB2	prot-prot	NA	prot-prot_NA
PPP1R14A	DAB2	0.916927652873764	0	0	PPP1R14A (interacts with) DAB2	prot-prot	NA	prot-prot_NA
PRTFDC1	DAB2	0.86048464701251	0	0	PRTFDC1 (interacts with) DAB2	prot-prot	NA	prot-prot_NA
PSRC1	DAB2	0.744589274779109	1.48325796089921e-13	4.82152714378376e-11	PSRC1 (interacts with) DAB2	prot-prot	NA	prot-prot_NA
PSTPIP2	DAB2	0.842883387280203	0	0	PSTPIP2 (interacts with) DAB2	prot-prot	NA	prot-prot_NA
RBPMS2	DAB2	0.852961245735281	0	0	RBPMS2 (interacts with) DAB2	prot-prot	NA	prot-prot_NA
RNASEH2A	DAB2	0.610223167053068	2.04439070117246e-08	2.18749805025453e-06	RNASEH2A (interacts with) DAB2	prot-prot	NA	prot-prot_NA
RRAS	DAB2	0.748497493664313	9.41469124882133e-14	3.18117462197015e-11	RRAS (interacts with) DAB2	prot-prot	NA	prot-prot_NA
SAMD9L	DAB2	0.641921091767999	2.11548245587778e-09	2.87436981306568e-07	SAMD9L (interacts with) DAB2	prot-prot	NA	prot-prot_NA
SNX5	DAB2	0.574420435657423	1.99753110496914e-07	1.6681820740035e-05	SNX5 (interacts with) DAB2	prot-prot	NA	prot-prot_NA
SPARC	DAB2	0.755506954772111	4.08562073062058e-14	1.48820908315371e-11	SPARC (interacts with) DAB2	prot-prot	NA	prot-prot_NA
TACC3	DAB2	0.848797130609745	0	0	TACC3 (interacts with) DAB2	prot-prot	NA	prot-prot_NA
TIMP3	DAB2	0.611862479223165	1.82924009273222e-08	1.9778899192153e-06	TIMP3 (interacts with) DAB2	prot-prot	NA	prot-prot_NA
TSC22D1	DAB2	0.494427434170239	1.35928808537855e-05	0.00066048283883673	TSC22D1 (interacts with) DAB2	prot-prot	NA	prot-prot_NA
taurine	DAB2	0.49204793981279	1.51706912534522e-05	0.000721450650719725	taurine (interacts with) DAB2	met-prot	pos	met-prot_pos
DDAH1	DBI	0.462864141369959	5.47052860491171e-05	0.00219504960272082	DDAH1 (interacts with) DBI	prot-prot	NA	prot-prot_NA
DTYMK	DBI	0.473186947773598	3.52177175044766e-05	0.00151489277305688	DTYMK (interacts with) DBI	prot-prot	NA	prot-prot_NA
DUT	DBI	0.592686554107252	6.46350675204133e-08	6.13614984814866e-06	DUT (interacts with) DBI	prot-prot	NA	prot-prot_NA
ENO1	DBI	0.698644038141895	1.76092473935796e-11	3.98418919001872e-09	ENO1 (interacts with) DBI	prot-prot	NA	prot-prot_NA
FABP5	DBI	0.577149855655673	1.6949706482805e-07	1.43652957913674e-05	FABP5 (interacts with) DBI	prot-prot	NA	prot-prot_NA
FGF2	DBI	0.529140057737731	2.48490777865484e-06	0.000149794440741447	FGF2 (interacts with) DBI	prot-prot	NA	prot-prot_NA
FKBP5	DBI	0.768594173738081	7.99360577730113e-15	3.33781782700964e-12	FKBP5 (interacts with) DBI	prot-prot	NA	prot-prot_NA
GGCT	DBI	0.60794331204619	2.38381283601541e-08	2.50886531265884e-06	GGCT (interacts with) DBI	prot-prot	NA	prot-prot_NA
JPT2	DBI	0.740635115038054	2.32702745961433e-13	7.1997668870959e-11	JPT2 (interacts with) DBI	prot-prot	NA	prot-prot_NA
LBR	DBI	0.622045315370484	9.03686525610681e-09	1.05484863534919e-06	LBR (interacts with) DBI	prot-prot	NA	prot-prot_NA
MCFD2	DBI	0.524066135946111	3.22339758662693e-06	0.000188343231000181	MCFD2 (interacts with) DBI	prot-prot	NA	prot-prot_NA
MGMT	DBI	0.743119587087744	1.75415237890775e-13	5.63082913629387e-11	MGMT (interacts with) DBI	prot-prot	NA	prot-prot_NA
MZT1	DBI	0.549015834135246	8.60027406401898e-07	5.90521491882372e-05	MZT1 (interacts with) DBI	prot-prot	NA	prot-prot_NA
NEXN	DBI	0.628308984340828	5.78235237469471e-09	6.90654925498419e-07	NEXN (interacts with) DBI	prot-prot	NA	prot-prot_NA
NT5C	DBI	0.532919254658385	2.04147576710056e-06	0.000125569096285371	NT5C (interacts with) DBI	prot-prot	NA	prot-prot_NA
PLEKHO1	DBI	0.584568279240661	1.0763941804548e-07	9.59784810905528e-06	PLEKHO1 (interacts with) DBI	prot-prot	NA	prot-prot_NA
PPP1CC	DBI	0.717819963257808	2.6887381210372e-12	7.00982689829801e-10	PPP1CC (interacts with) DBI	prot-prot	NA	prot-prot_NA
PPP1R14A	DBI	0.651754002274517	9.91371429392984e-10	1.51088535945471e-07	PPP1R14A (interacts with) DBI	prot-prot	NA	prot-prot_NA
PRTFDC1	DBI	0.548106027469163	9.04183442340667e-07	6.15900021201812e-05	PRTFDC1 (interacts with) DBI	prot-prot	NA	prot-prot_NA
PSRC1	DBI	0.585688041291226	1.00410348258251e-07	9.07935825095732e-06	PSRC1 (interacts with) DBI	prot-prot	NA	prot-prot_NA
PSTPIP2	DBI	0.602449479485609	3.4346226973625e-08	3.48620991574186e-06	PSTPIP2 (interacts with) DBI	prot-prot	NA	prot-prot_NA
RBPMS2	DBI	0.672294637389555	1.8551316038895e-10	3.41503796328907e-08	RBPMS2 (interacts with) DBI	prot-prot	NA	prot-prot_NA
RNASEH2A	DBI	0.513642845289931	5.43016576082245e-06	0.000297327626306867	RNASEH2A (interacts with) DBI	prot-prot	NA	prot-prot_NA
RRAS	DBI	0.53878522253153	1.49753366862626e-06	9.60216344827026e-05	RRAS (interacts with) DBI	prot-prot	NA	prot-prot_NA
RRM2B	DBI	0.470142594698627	4.01613779525967e-05	0.00170188809541697	RRM2B (interacts with) DBI	prot-prot	NA	prot-prot_NA
SAMD9L	DBI	0.657597760475899	6.23535889587856e-10	9.91479977994808e-08	SAMD9L (interacts with) DBI	prot-prot	NA	prot-prot_NA
SNX5	DBI	0.499396378269618	1.07785611507261e-05	0.000534350290252211	SNX5 (interacts with) DBI	prot-prot	NA	prot-prot_NA
SPARC	DBI	0.601469687691366	3.66312642441358e-08	3.68898378740944e-06	SPARC (interacts with) DBI	prot-prot	NA	prot-prot_NA
TACC3	DBI	0.661691890473274	4.47849757279073e-10	7.34874234308408e-08	TACC3 (interacts with) DBI	prot-prot	NA	prot-prot_NA
TIMP3	DBI	0.537258332604322	1.62423334337802e-06	0.000102608394238494	TIMP3 (interacts with) DBI	prot-prot	NA	prot-prot_NA
PPP1CC	DDA1	0.44732744291838	0.000103417275024276	0.00375371819452071	PPP1CC (interacts with) DDA1	prot-prot	NA	prot-prot_NA
HEG1	DDAH1	0.440433907794594	0.000135862814284682	0.00472758410681657	HEG1 (interacts with) DDAH1	prot-prot	NA	prot-prot_NA
LBR	DDAH1	0.449496981891348	9.47915280178346e-05	0.00349999488065851	LBR (interacts with) DDAH1	prot-prot	NA	prot-prot_NA
PODXL	DDAH1	0.510104102878138	6.45691930412085e-06	0.000344587530373512	PODXL (interacts with) DDAH1	prot-prot	NA	prot-prot_NA
TCOF1	DDAH1	0.500411162627942	1.02752167603359e-05	0.00051587012004971	TCOF1 (interacts with) DDAH1	prot-prot	NA	prot-prot_NA
FEN1	DDX58	0.62103053101216	9.70579927539461e-09	1.12020191187476e-06	FEN1 (interacts with) DDX58	prot-prot	NA	prot-prot_NA
FUS	DDX58	0.464368821625405	5.13487704860704e-05	0.00208315391166238	FUS (interacts with) DDX58	prot-prot	NA	prot-prot_NA
GLRX	DDX58	0.457195345988977	6.92604388139451e-05	0.00268064516765955	GLRX (interacts with) DDX58	prot-prot	NA	prot-prot_NA
HAGH	DDX58	0.568576677456041	2.82527249373388e-07	2.23239992735649e-05	HAGH (interacts with) DDX58	prot-prot	NA	prot-prot_NA
INPP5D	DDX58	0.49736680955297	1.18550214607271e-05	0.000584331959906858	INPP5D (interacts with) DDX58	prot-prot	NA	prot-prot_NA
LXN	DDX58	0.528195258507567	2.60910251781432e-06	0.000156546151068859	LXN (interacts with) DDX58	prot-prot	NA	prot-prot_NA
NPM1	DDX58	0.613857055375733	1.59639022001556e-08	1.74448088723403e-06	NPM1 (interacts with) DDX58	prot-prot	NA	prot-prot_NA
PARP1	DDX58	0.474831598285364	3.27881517829809e-05	0.00142109660385983	PARP1 (interacts with) DDX58	prot-prot	NA	prot-prot_NA
PLAT	DDX58	0.447152480097979	0.000104143533880663	0.00377474375448895	PLAT (interacts with) DDX58	prot-prot	NA	prot-prot_NA
PSME1	DDX58	0.669985128160266	2.25462315484037e-10	3.97929365060487e-08	PSME1 (interacts with) DDX58	prot-prot	NA	prot-prot_NA
PSMG3	DDX58	0.560318432333129	4.55981073343992e-07	3.36966732761833e-05	PSMG3 (interacts with) DDX58	prot-prot	NA	prot-prot_NA
RRM2	DDX58	0.561753127460415	4.19985861199734e-07	3.13524328942127e-05	RRM2 (interacts with) DDX58	prot-prot	NA	prot-prot_NA
RRM2B	DDX58	0.465033680342927	4.99273167204883e-05	0.00203674899663565	RRM2B (interacts with) DDX58	prot-prot	NA	prot-prot_NA
SAMD9L	DDX58	0.47094742367247	3.87953432197108e-05	0.00164808008913511	SAMD9L (interacts with) DDX58	prot-prot	NA	prot-prot_NA
SNRPB2	DDX58	0.501880850319307	9.58501784209531e-06	0.000486449126847841	SNRPB2 (interacts with) DDX58	prot-prot	NA	prot-prot_NA
TCOF1	DDX58	0.578444580526638	1.56710499243928e-07	1.34144187352803e-05	TCOF1 (interacts with) DDX58	prot-prot	NA	prot-prot_NA
TGM2	DDX58	0.5001312221153	1.04118333204006e-05	0.000521200545161575	TGM2 (interacts with) DDX58	prot-prot	NA	prot-prot_NA
DTYMK	DGKA	0.71170249064477	4.9782400424192e-12	1.23518071777126e-09	DTYMK (interacts with) DGKA	prot-prot	NA	prot-prot_NA
DUT	DGKA	0.478002606987121	2.85371545760693e-05	0.00125270791369822	DUT (interacts with) DGKA	prot-prot	NA	prot-prot_NA
EIF4EBP1	DGKA	0.503302452144639	8.9587993641338e-06	0.000460123935341912	EIF4EBP1 (interacts with) DGKA	prot-prot	NA	prot-prot_NA
ENO1	DGKA	0.533203859733987	2.01128471544187e-06	0.000124009103223403	ENO1 (interacts with) DGKA	prot-prot	NA	prot-prot_NA
GGCT	DGKA	0.730441172639031	7.15871806278301e-13	1.99821608535074e-10	GGCT (interacts with) DGKA	prot-prot	NA	prot-prot_NA
GLRX	DGKA	0.448363645924303	9.9210979336295e-05	0.00363702776496225	GLRX (interacts with) DGKA	prot-prot	NA	prot-prot_NA
HAGH	DGKA	0.502515112565048	9.30073785010421e-06	0.000473993736900269	HAGH (interacts with) DGKA	prot-prot	NA	prot-prot_NA
INPP5D	DGKA	0.499488229292399	1.07320720701409e-05	0.000533074682323441	INPP5D (interacts with) DGKA	prot-prot	NA	prot-prot_NA
JPT2	DGKA	0.505874428104635	7.92186047604559e-06	0.000414746946024161	JPT2 (interacts with) DGKA	prot-prot	NA	prot-prot_NA
PPP1CC	DGKA	0.467574731666319	4.48238404260337e-05	0.00186711471555644	PPP1CC (interacts with) DGKA	prot-prot	NA	prot-prot_NA
PRTFDC1	DGKA	0.50279505552668	9.17778725328944e-06	0.000469026023212881	PRTFDC1 (interacts with) DGKA	prot-prot	NA	prot-prot_NA
PSME1	DGKA	0.471388954518559	3.80643712500905e-05	0.00161970679983815	PSME1 (interacts with) DGKA	prot-prot	NA	prot-prot_NA
PSMG3	DGKA	0.553937135329878	6.54295422286566e-07	4.66083396513704e-05	PSMG3 (interacts with) DGKA	prot-prot	NA	prot-prot_NA
PSRC1	DGKA	0.530684373079296	2.29377742111403e-06	0.000139089029927292	PSRC1 (interacts with) DGKA	prot-prot	NA	prot-prot_NA
RANBP1	DGKA	0.593466773979074	6.14976036761306e-08	5.87354788231273e-06	RANBP1 (interacts with) DGKA	prot-prot	NA	prot-prot_NA
SAMD9L	DGKA	0.561355623813133	4.29680932167997e-07	3.19832067770266e-05	SAMD9L (interacts with) DGKA	prot-prot	NA	prot-prot_NA
TNFRSF21	DKK3	0.443163327792844	0.000122034135147553	0.00430176608179706	TNFRSF21 (interacts with) DKK3	prot-prot	NA	prot-prot_NA
MDK	DLGAP5	0.492887761350713	1.45952930705739e-05	0.000698615332809579	MDK (interacts with) DLGAP5	prot-prot	NA	prot-prot_NA
GPNMB	DPP4	0.488618668532937	1.77467431097256e-05	0.000825609353365494	GPNMB (interacts with) DPP4	prot-prot	NA	prot-prot_NA
GRN	DPP4	0.463004111626279	5.43846879228482e-05	0.0021856006038478	GRN (interacts with) DPP4	prot-prot	NA	prot-prot_NA
IGF2R	DPP4	0.456390517015134	7.15955302177385e-05	0.00275235511375977	IGF2R (interacts with) DPP4	prot-prot	NA	prot-prot_NA
ITGA2	DPP4	0.444143119587088	0.000117395055027281	0.00416395720041515	ITGA2 (interacts with) DPP4	prot-prot	NA	prot-prot_NA
L1CAM	DPP4	0.441868602921879	0.000128423574912606	0.00449307548195603	L1CAM (interacts with) DPP4	prot-prot	NA	prot-prot_NA
DUT	DTYMK	0.665925990726971	3.16325632354619e-10	5.3597390385556e-08	DUT (interacts with) DTYMK	prot-prot	NA	prot-prot_NA
EIF4EBP1	DTYMK	0.78171638526813	1.33226762955019e-15	6.27754728933006e-13	EIF4EBP1 (interacts with) DTYMK	prot-prot	NA	prot-prot_NA
ENO1	DTYMK	0.618266118449829	1.17748764072445e-08	1.32913769731006e-06	ENO1 (interacts with) DTYMK	prot-prot	NA	prot-prot_NA
FABP5	DTYMK	0.552305135158779	7.16738253636606e-07	5.05654899818353e-05	FABP5 (interacts with) DTYMK	prot-prot	NA	prot-prot_NA
FKBP5	DTYMK	0.45523576240049	7.50732211469707e-05	0.0028619418502858	FKBP5 (interacts with) DTYMK	prot-prot	NA	prot-prot_NA
FUS	DTYMK	0.506184935701164	7.80455775295508e-06	0.00040902253693038	FUS (interacts with) DTYMK	prot-prot	NA	prot-prot_NA
GGCT	DTYMK	0.823287551395328	0	0	GGCT (interacts with) DTYMK	prot-prot	NA	prot-prot_NA
GLRX	DTYMK	0.488338728020296	1.79740829144848e-05	0.00083316687589164	GLRX (interacts with) DTYMK	prot-prot	NA	prot-prot_NA
HAGH	DTYMK	0.608783133584113	2.25299567890858e-08	2.38585274368545e-06	HAGH (interacts with) DTYMK	prot-prot	NA	prot-prot_NA
INPP5D	DTYMK	0.697559268655411	1.94986249368867e-11	4.35412772503696e-09	INPP5D (interacts with) DTYMK	prot-prot	NA	prot-prot_NA
JPT2	DTYMK	0.686431633277928	5.4077187172652e-11	1.10214457666167e-08	JPT2 (interacts with) DTYMK	prot-prot	NA	prot-prot_NA
MGMT	DTYMK	0.504820225702038	8.33252081111624e-06	0.000433595003909757	MGMT (interacts with) DTYMK	prot-prot	NA	prot-prot_NA
NDRG1	DTYMK	0.462479223165077	5.55959774770631e-05	0.00222383909908253	NDRG1 (interacts with) DTYMK	prot-prot	NA	prot-prot_NA
NEXN	DTYMK	0.490893185198145	1.59964328942941e-05	0.000754432317218498	NEXN (interacts with) DTYMK	prot-prot	NA	prot-prot_NA
NT5C	DTYMK	0.52116175312746	3.73406212217375e-06	0.000215001603805879	NT5C (interacts with) DTYMK	prot-prot	NA	prot-prot_NA
PAGR1	DTYMK	0.579319394628641	1.48593009452469e-07	1.28049277944275e-05	PAGR1 (interacts with) DTYMK	prot-prot	NA	prot-prot_NA
PPP1CC	DTYMK	0.54464176362523	1.0926172624437e-06	7.23154930400879e-05	PPP1CC (interacts with) DTYMK	prot-prot	NA	prot-prot_NA
PPP1R14A	DTYMK	0.561753127460415	4.19985861199734e-07	3.13524328942127e-05	PPP1R14A (interacts with) DTYMK	prot-prot	NA	prot-prot_NA
PRTFDC1	DTYMK	0.542577202344502	1.22187485729341e-06	8.00452712635074e-05	PRTFDC1 (interacts with) DTYMK	prot-prot	NA	prot-prot_NA
PSME1	DTYMK	0.591671769748928	6.89429091593752e-08	6.50902171769395e-06	PSME1 (interacts with) DTYMK	prot-prot	NA	prot-prot_NA
PSMG3	DTYMK	0.654798355349488	7.79606823542167e-10	1.21703970994303e-07	PSMG3 (interacts with) DTYMK	prot-prot	NA	prot-prot_NA
PSRC1	DTYMK	0.594226226926778	5.85825559173969e-08	5.6239253680701e-06	PSRC1 (interacts with) DTYMK	prot-prot	NA	prot-prot_NA
PSTPIP2	DTYMK	0.654308459452366	8.10492783998029e-10	1.25005733892309e-07	PSTPIP2 (interacts with) DTYMK	prot-prot	NA	prot-prot_NA
RANBP1	DTYMK	0.809315102078927	0	0	RANBP1 (interacts with) DTYMK	prot-prot	NA	prot-prot_NA
RBPMS2	DTYMK	0.537678243373283	1.58842074871046e-06	0.000100966942640804	RBPMS2 (interacts with) DTYMK	prot-prot	NA	prot-prot_NA
SAMD9L	DTYMK	0.652243898171639	9.53942702608401e-10	1.45816955970141e-07	SAMD9L (interacts with) DTYMK	prot-prot	NA	prot-prot_NA
TACC3	DTYMK	0.522526463126586	3.48533804372941e-06	0.000201584416583269	TACC3 (interacts with) DTYMK	prot-prot	NA	prot-prot_NA
TGM2	DTYMK	0.444598022920129	0.000115296939912302	0.00410940377092006	TGM2 (interacts with) DTYMK	prot-prot	NA	prot-prot_NA
EIF4EBP1	DUT	0.614416936401015	1.53626689147757e-08	1.68595443474974e-06	EIF4EBP1 (interacts with) DUT	prot-prot	NA	prot-prot_NA
ENO1	DUT	0.742734668882862	1.83408843668076e-13	5.81473963629159e-11	ENO1 (interacts with) DUT	prot-prot	NA	prot-prot_NA
ERI1	DUT	0.471612282389992	3.76995291686555e-05	0.0016081792509154	ERI1 (interacts with) DUT	prot-prot	NA	prot-prot_NA
FABP5	DUT	0.448132271892223	0.000100136275055673	0.00366571567131816	FABP5 (interacts with) DUT	prot-prot	NA	prot-prot_NA
FKBP5	DUT	0.645665296124574	1.59024793333629e-09	2.26246908188786e-07	FKBP5 (interacts with) DUT	prot-prot	NA	prot-prot_NA
GGCT	DUT	0.669425247134984	2.36316299861983e-10	4.12830107513994e-08	GGCT (interacts with) DUT	prot-prot	NA	prot-prot_NA
GLB1	DUT	0.458245122911381	6.63204769102421e-05	0.00258438520038698	GLB1 (interacts with) DUT	prot-prot	NA	prot-prot_NA
JPT2	DUT	0.752252646312659	6.03961325396085e-14	2.11016691648591e-11	JPT2 (interacts with) DUT	prot-prot	NA	prot-prot_NA
KIF22	DUT	0.55257241339192	7.06141478845623e-07	4.98864186430691e-05	KIF22 (interacts with) DUT	prot-prot	NA	prot-prot_NA
LBR	DUT	0.559968506692328	4.65191375642604e-07	3.43279153060404e-05	LBR (interacts with) DUT	prot-prot	NA	prot-prot_NA
MCFD2	DUT	0.548560930802205	8.81845366951239e-07	6.02281622960315e-05	MCFD2 (interacts with) DUT	prot-prot	NA	prot-prot_NA
MGMT	DUT	0.644335578689529	1.76066583534862e-09	2.46397267856962e-07	MGMT (interacts with) DUT	prot-prot	NA	prot-prot_NA
MZT1	DUT	0.520531886974018	3.85438162453511e-06	0.000220938660977816	MZT1 (interacts with) DUT	prot-prot	NA	prot-prot_NA
NEXN	DUT	0.580509141807366	1.38189244047737e-07	1.20294908038844e-05	NEXN (interacts with) DUT	prot-prot	NA	prot-prot_NA
NT5C	DUT	0.595241011285102	5.48912124642698e-08	5.32932452205084e-06	NT5C (interacts with) DUT	prot-prot	NA	prot-prot_NA
PAGR1	DUT	0.559408625667046	4.8029350319112e-07	3.53407941603094e-05	PAGR1 (interacts with) DUT	prot-prot	NA	prot-prot_NA
