,SUID,adjustedPValue_All_genes,description_All_genes,N_All_genes,name,nn_All_genes,nodeFillColor_All_genes,nodeFontSize_All_genes,nodeSize_All_genes,nodeType_All_genes,pValue_All_genes,selected,shared.name,X_All_genes,xx_All_genes,top,names_2,L1,L2
168,1577998,0.053274,nucleoside metabolic process,14261,9116,63,1.27348205631737,14,5.29150262212918,ellipse,0.011982,false,9116,565,7,NA,NA,NA,NA
312,1578235,0.05359,cell-cell adhesion,14261,16337,291,1.27091901604886,14,8.94427190999916,ellipse,0.012071,false,16337,565,20,NA,NA,NA,L2
14,1577759,0.054871,positive regulation of homeostatic process,14261,32846,49,1.26065404438451,14,4.89897948556636,ellipse,0.0124,false,32846,565,6,NA,NA,L1,L2
1026,1580076,0.055796,exocytosis,14261,6887,111,1.25339329624271,14,6.32455532033676,ellipse,0.012624,false,6887,565,10,NA,NA,NA,L2
159,1577984,0.056925,organic acid biosynthetic process,14261,16053,163,1.24469336675916,14,7.21110255092798,ellipse,0.012925,false,16053,565,13,NA,NA,NA,L2
682,1578962,0.056925,carboxylic acid biosynthetic process,14261,46394,163,1.24469336675916,14,7.21110255092798,ellipse,0.012925,false,46394,565,13,NA,NA,NA,NA
598,1578778,0.057017,purine ribonucleotide catabolic process,14261,9154,13,1.24399627144048,14,3.46410161513775,ellipse,0.013144,false,9154,565,3,NA,NA,NA,NA
378,1578345,0.059385,ovulation cycle,14261,42698,80,1.22632208213907,14,5.65685424949238,ellipse,0.013721,false,42698,565,8,NA,NA,NA,NA
218,1578079,0.059514,regulation of epidermal growth factor receptor signaling pathway,14261,42058,24,1.22538216930952,14,4,ellipse,0.013783,false,42058,565,4,NA,NA,NA,L2
46,1577808,0.060253,cell cycle phase,14261,22403,435,1.2200221468135,14,10.3923048454133,ellipse,0.014342,false,22403,565,27,NA,NA,NA,L2
104,1577898,0.060253,positive regulation of lipid kinase activity,14261,90218,5,1.2200221468135,14,2.82842712474619,ellipse,0.014468,false,90218,565,2,NA,NA,NA,NA
151,1577972,0.060253,protein targeting,14261,6605,201,1.2200221468135,14,7.74596669241483,ellipse,0.01406,false,6605,565,15,NA,NA,NA,NA
403,1578390,0.060253,carbohydrate biosynthetic process,14261,16051,113,1.2200221468135,14,6.32455532033676,ellipse,0.014186,false,16051,565,10,NA,NA,NA,L2
437,1578461,0.060253,respiratory system development,14261,60541,113,1.2200221468135,14,6.32455532033676,ellipse,0.014186,false,60541,565,10,NA,NA,NA,NA
665,1578918,0.060253,regulation of protein import into nucleus,14261,42306,65,1.2200221468135,14,5.29150262212918,ellipse,0.014097,false,42306,565,7,NA,NA,NA,NA
667,1578923,0.060253,regulation of vesicle fusion,14261,31338,5,1.2200221468135,14,2.82842712474619,ellipse,0.014468,false,31338,565,2,NA,NA,NA,NA
678,1578946,0.060253,wound healing involved in inflammatory response,14261,2246,5,1.2200221468135,14,2.82842712474619,ellipse,0.014468,false,2246,565,2,NA,NA,NA,L2
746,1579103,0.060253,thiamin and derivative metabolic process,14261,42723,5,1.2200221468135,14,2.82842712474619,ellipse,0.014468,false,42723,565,2,NA,NA,NA,L2
1023,1580049,0.060253,tube morphogenesis,14261,35239,201,1.2200221468135,14,7.74596669241483,ellipse,0.01406,false,35239,565,15,NA,NA,NA,NA
177,1578011,0.060636,positive regulation of myeloid cell differentiation,14261,45639,37,1.21727011274073,14,4.47213595499958,ellipse,0.014657,false,45639,565,5,NA,NA,NA,L2
798,1579232,0.060636,embryonic development,14261,9790,601,1.21727011274073,14,11.8321595661992,ellipse,0.014654,false,9790,565,35,NA,NA,NA,NA
880,1579502,0.060636,pyrimidine nucleotide metabolic process,14261,6220,37,1.21727011274073,14,4.47213595499958,ellipse,0.014657,false,6220,565,5,NA,NA,NA,L2
261,1578149,0.061276,tissue development,14261,9888,750,1.21270702455971,14,12.9614813968157,ellipse,0.014829,false,9888,565,42,NA,NA,NA,NA
740,1579093,0.06253,negative regulation of ubiquitin-protein ligase activity,14261,51444,66,1.20391228161294,14,5.29150262212918,ellipse,0.015249,false,51444,565,7,NA,NA,NA,NA
828,1579344,0.06253,negative regulation of ligase activity,14261,51352,66,1.20391228161294,14,5.29150262212918,ellipse,0.015249,false,51352,565,7,NA,NA,NA,NA
877,1579495,0.06253,gene silencing,14261,16458,66,1.20391228161294,14,5.29150262212918,ellipse,0.015249,false,16458,565,7,NA,NA,L1,L2
956,1579756,0.06253,response to monosaccharide stimulus,14261,34284,66,1.20391228161294,14,5.29150262212918,ellipse,0.015249,false,34284,565,7,NA,NA,NA,L2
957,1579757,0.06253,response to hexose stimulus,14261,9746,66,1.20391228161294,14,5.29150262212918,ellipse,0.015249,false,9746,565,7,NA,NA,NA,NA
221,1578083,0.06373,positive regulation of biosynthetic process,14261,9891,731,1.19565512630859,14,12.8062484748657,ellipse,0.015583,false,9891,565,41,NA,NA,NA,L2
692,1578979,0.06487,regulation of mRNA stability,14261,43488,25,1.18795584250036,14,4,ellipse,0.015906,false,43488,565,4,NA,NA,NA,NA
21,1577770,0.065674,regulation of growth,14261,40008,359,1.18260635182519,14,9.59166304662544,ellipse,0.016261,false,40008,565,23,NA,NA,L1,L2
232,1578101,0.065674,regulation of epithelial to mesenchymal transition,14261,10717,14,1.18260635182519,14,3.46410161513775,ellipse,0.016244,false,10717,565,3,NA,NA,NA,L2
244,1578121,0.065674,T cell activation involved in immune response,14261,2286,14,1.18260635182519,14,3.46410161513775,ellipse,0.016244,false,2286,565,3,NA,NA,NA,NA
306,1578223,0.066643,negative regulation of organelle organization,14261,10639,99,1.17624736229011,14,6,ellipse,0.016572,false,10639,565,9,NA,NA,L1,L2
290,1578196,0.068148,cellular protein complex assembly,14261,43623,151,1.1665437707203,14,6.92820323027551,ellipse,0.016964,false,43623,565,12,NA,NA,NA,NA
349,1578297,0.071076,protein import,14261,17038,117,1.14827772249964,14,6.32455532033676,ellipse,0.017738,false,17038,565,10,NA,NA,NA,NA
534,1578642,0.071076,regulation of ubiquitin-protein ligase activity involved in mitotic cell cycle,14261,51439,68,1.14827772249964,14,5.29150262212918,ellipse,0.01775,false,51439,565,7,NA,NA,NA,L2
637,1578866,0.071076,viral reproduction,14261,16032,68,1.14827772249964,14,5.29150262212918,ellipse,0.01775,false,16032,565,7,NA,NA,NA,L2
594,1578770,0.071171,regulation of neuron differentiation,14261,45664,170,1.14769727388284,14,7.21110255092798,ellipse,0.017793,false,45664,565,13,NA,NA,NA,NA
535,1578644,0.072155,interaction with host,14261,51701,39,1.14173295427545,14,4.47213595499958,ellipse,0.018154,false,51701,565,5,NA,NA,NA,NA
450,1578485,0.072201,regulation of RNA stability,14261,43487,26,1.14145827797275,14,4,ellipse,0.018224,false,43487,565,4,NA,NA,NA,NA
597,1578777,0.072201,purine nucleotide catabolic process,14261,6195,26,1.14145827797275,14,4,ellipse,0.018224,false,6195,565,4,NA,NA,NA,NA
952,1579745,0.072201,regulation of microtubule polymerization or depolymerization,14261,31110,26,1.14145827797275,14,4,ellipse,0.018224,false,31110,565,4,NA,NA,NA,NA
898,1579552,0.074482,embryonic development ending in birth or egg hatching,14261,9792,364,1.12794865202513,14,9.59166304662544,ellipse,0.018819,false,9792,565,23,NA,NA,NA,NA
723,1579045,0.076623,fatty acid metabolic process,14261,6631,209,1.11563964843194,14,7.74596669241483,ellipse,0.019381,false,6631,565,15,NA,NA,NA,L2
983,1579845,0.076705,tissue remodeling,14261,48771,54,1.11517703875731,14,4.89897948556636,ellipse,0.019422,false,48771,565,6,NA,NA,NA,NA
420,1578423,0.077063,positive regulation of multicellular organismal metabolic process,14261,44253,15,1.11315325599947,14,3.46410161513775,ellipse,0.019718,false,44253,565,3,NA,NA,NA,L2
901,1579562,0.077063,cellular biogenic amine catabolic process,14261,42402,15,1.11315325599947,14,3.46410161513775,ellipse,0.019718,false,42402,565,3,NA,NA,NA,NA
1081,1580481,0.077063,negative regulation of oxidoreductase activity,14261,51354,15,1.11315325599947,14,3.46410161513775,ellipse,0.019718,false,51354,565,3,NA,NA,NA,NA
636,1578864,0.078362,negative regulation of lipid metabolic process,14261,45833,40,1.10589476168025,14,4.47213595499958,ellipse,0.020092,false,45833,565,5,NA,NA,NA,L2
890,1579529,0.078362,nucleic acid phosphodiester bond hydrolysis,14261,90305,40,1.10589476168025,14,4.47213595499958,ellipse,0.020092,false,90305,565,5,NA,NA,NA,NA
249,1578128,0.078593,indole derivative catabolic process,14261,42436,6,1.10461596953611,14,2.82842712474619,ellipse,0.021137,false,42436,565,2,NA,NA,NA,NA
336,1578275,0.078593,indolalkylamine catabolic process,14261,46218,6,1.10461596953611,14,2.82842712474619,ellipse,0.021137,false,46218,565,2,NA,NA,NA,NA
477,1578537,0.078593,regulation of acute inflammatory response,14261,2673,27,1.10461596953611,14,4,ellipse,0.02074,false,2673,565,4,NA,NA,NA,NA
492,1578565,0.078593,regulation of DNA recombination,14261,18,27,1.10461596953611,14,4,ellipse,0.02074,false,18,565,4,NA,NA,NA,NA
658,1578906,0.078593,RNA interference,14261,16246,6,1.10461596953611,14,2.82842712474619,ellipse,0.021137,false,16246,565,2,NA,NA,NA,NA
715,1579028,0.078593,tryptophan catabolic process,14261,6569,6,1.10461596953611,14,2.82842712474619,ellipse,0.021137,false,6569,565,2,NA,NA,NA,NA
732,1579070,0.078593,response to dsRNA,14261,43331,27,1.10461596953611,14,4,ellipse,0.02074,false,43331,565,4,NA,NA,L1,L2
834,1579364,0.078593,negative regulation of protein maturation by peptide bond cleavage,14261,10955,6,1.10461596953611,14,2.82842712474619,ellipse,0.021137,false,10955,565,2,NA,NA,NA,L2
904,1579571,0.078593,AMP metabolic process,14261,46033,6,1.10461596953611,14,2.82842712474619,ellipse,0.021137,false,46033,565,2,NA,NA,NA,NA
996,1579886,0.078593,virion attachment to host cell surface receptor,14261,19062,6,1.10461596953611,14,2.82842712474619,ellipse,0.021137,false,19062,565,2,NA,NA,NA,NA
1005,1579949,0.078593,amino sugar metabolic process,14261,6040,27,1.10461596953611,14,4,ellipse,0.02074,false,6040,565,4,NA,NA,NA,NA
1094,1580601,0.078593,protein amino acid prenylation,14261,18346,6,1.10461596953611,14,2.82842712474619,ellipse,0.021137,false,18346,565,2,NA,NA,NA,NA
125,1577930,0.081371,morphogenesis of a branching structure,14261,1763,121,1.08953102388746,14,6.32455532033676,ellipse,0.021906,false,1763,565,10,NA,NA,NA,NA
147,1577965,0.085322,female pregnancy,14261,7565,122,1.0689370109387,14,6.32455532033676,ellipse,0.02305,false,7565,565,10,NA,NA,NA,NA
1047,1580234,0.085322,M phase,14261,279,351,1.0689370109387,14,9.38083151964686,ellipse,0.023061,false,279,565,22,NA,NA,NA,NA
340,1578281,0.086265,regulation of stress-activated MAPK cascade,14261,32872,16,1.06416456592252,14,3.46410161513775,ellipse,0.023569,false,32872,565,3,NA,NA,NA,NA
359,1578314,0.086265,regulation of viral reproduction,14261,50792,28,1.06416456592252,14,4,ellipse,0.02346,false,50792,565,4,NA,NA,L1,L2
749,1579110,0.086265,negative regulation of kinase activity,14261,33673,105,1.06416456592252,14,6,ellipse,0.023414,false,33673,565,9,NA,NA,NA,L2
288,1578193,0.089779,acute inflammatory response,14261,2526,89,1.0468247409381,14,5.65685424949238,ellipse,0.024625,false,2526,565,8,NA,NA,NA,L2
841,1579385,0.090069,DNA catabolic process,14261,6308,57,1.04542471615357,14,4.89897948556636,ellipse,0.024728,false,6308,565,6,NA,NA,NA,NA
238,1578110,0.091647,response to radiation,14261,9314,216,1.03788246000916,14,7.74596669241483,ellipse,0.025186,false,9314,565,15,NA,NA,NA,L2
774,1579173,0.095735,regulation of monooxygenase activity,14261,32768,29,1.01893099034494,14,4,ellipse,0.026386,false,32768,565,4,NA,NA,NA,NA
129,1577936,0.099396,transmembrane receptor protein serine/threonine kinase signaling pathway,14261,7178,108,1.0026294209497,14,6,ellipse,0.027501,false,7178,565,9,NA,NA,NA,NA
141,1577955,0.099407,regulation of T cell mediated immunity,14261,2709,17,1.00258325145722,14,3.46410161513775,ellipse,0.027796,false,2709,565,3,NA,NA,NA,NA
816,1579288,0.099407,negative regulation of endocytosis,14261,45806,17,1.00258325145722,14,3.46410161513775,ellipse,0.027796,false,45806,565,3,NA,NA,L1,L2
77,1577856,0.099843,activation of caspase activity,14261,6919,59,1.00068202323005,14,4.89897948556636,ellipse,0.028757,false,6919,565,6,NA,NA,NA,NA
309,1578230,0.099843,positive regulation of macromolecule biosynthetic process,14261,10557,675,1.00068202323005,14,12.1655250605964,ellipse,0.02846,false,10557,565,37,NA,NA,NA,NA
554,1578686,0.099843,cellular component disassembly,14261,22411,59,1.00068202323005,14,4.89897948556636,ellipse,0.028757,false,22411,565,6,NA,NA,NA,NA
776,1579178,0.099843,regulation of nuclear division,14261,51783,59,1.00068202323005,14,4.89897948556636,ellipse,0.028757,false,51783,565,6,NA,NA,NA,NA
852,1579415,0.099843,tryptophan metabolic process,14261,6568,7,1.00068202323005,14,2.82842712474619,ellipse,0.028823,false,6568,565,2,NA,NA,NA,NA
896,1579545,0.099843,regulation of mitosis,14261,7088,59,1.00068202323005,14,4.89897948556636,ellipse,0.028757,false,7088,565,6,NA,NA,NA,NA
923,1579637,0.099843,mitochondrial transport,14261,6839,75,1.00068202323005,14,5.29150262212918,ellipse,0.02876,false,6839,565,7,NA,NA,NA,NA
1059,1580297,0.099843,protein prenylation,14261,18342,7,1.00068202323005,14,2.82842712474619,ellipse,0.028823,false,18342,565,2,NA,NA,NA,NA
342,1578284,0.10097,polyol metabolic process,14261,19751,44,0.995794918274678,14,4.47213595499958,ellipse,0.029177,false,19751,565,5,NA,NA,NA,NA
286,1578190,0.10132,positive regulation of cellular biosynthetic process,14261,31328,720,0.994312961212357,14,12.4899959967968,ellipse,0.02933,false,31328,565,39,NA,NA,NA,L2
887,1579523,0.10168,regulation of calcium ion transport into cytosol,14261,10522,30,0.992747294118559,14,4,ellipse,0.029521,false,10522,565,4,NA,NA,NA,L2
1010,1579981,0.10168,chordate embryonic development,14261,43009,360,0.992747294118559,14,9.38083151964686,ellipse,0.029545,false,43009,565,22,NA,NA,NA,NA
752,1579117,0.10595,regulation of cell projection organization,14261,31344,128,0.974904249985251,14,6.32455532033676,ellipse,0.03084,false,31344,565,10,NA,NA,NA,L2
1065,1580338,0.10965,regulation of catabolic process,14261,9894,282,0.959975078961983,14,8.48528137423857,ellipse,0.032036,false,9894,565,18,NA,NA,NA,L2
748,1579109,0.10966,negative regulation of transferase activity,14261,51348,111,0.959958588174578,14,6,ellipse,0.032067,false,51348,565,9,NA,NA,NA,NA
157,1577981,0.10989,negative regulation of lipid biosynthetic process,14261,51055,18,0.959052717044479,14,3.46410161513775,ellipse,0.032397,false,51055,565,3,NA,NA,NA,NA
812,1579277,0.10989,inositol metabolic process,14261,6020,18,0.959052717044479,14,3.46410161513775,ellipse,0.032397,false,6020,565,3,NA,NA,NA,L2
169,1577999,0.11068,purine nucleoside metabolic process,14261,42278,31,0.955941190277918,14,4,ellipse,0.032867,false,42278,565,4,NA,NA,NA,NA
180,1578016,0.11068,purine ribonucleoside metabolic process,14261,46128,31,0.955941190277918,14,4,ellipse,0.032867,false,46128,565,4,NA,NA,NA,NA
483,1578548,0.11168,viral reproductive process,14261,22415,61,0.952019486700167,14,4.89897948556636,ellipse,0.033194,false,22415,565,6,NA,NA,NA,NA
3,1577743,0.11198,purine ribonucleoside monophosphate metabolic process,14261,9167,19,0.950845473930322,14,3.46410161513775,ellipse,0.03737,false,9167,565,3,NA,NA,NA,NA
56,1577823,0.11198,response to defenses of other organism involved in symbiotic interaction,14261,52173,8,0.950845473930322,14,2.82842712474619,ellipse,0.037437,false,52173,565,2,NA,NA,NA,NA
156,1577980,0.11198,negative regulation of biosynthetic process,14261,9890,621,0.950845473930322,14,11.6619037896906,ellipse,0.035201,false,9890,565,34,NA,NA,NA,L2
190,1578033,0.11198,rhythmic process,14261,48511,152,0.950845473930322,14,6.6332495807108,ellipse,0.039351,false,48511,565,11,NA,NA,NA,L2
313,1578236,0.11198,homotypic cell-cell adhesion,14261,34109,8,0.950845473930322,14,2.82842712474619,ellipse,0.037437,false,34109,565,2,NA,NA,NA,NA
338,1578278,0.11198,negative regulation of cytoskeleton organization,14261,51494,62,0.950845473930322,14,4.89897948556636,ellipse,0.035571,false,51494,565,6,NA,NA,NA,L2
469,1578524,0.11198,regulation of myeloid leukocyte differentiation,14261,2761,47,0.950845473930322,14,4.47213595499958,ellipse,0.037454,false,2761,565,5,NA,NA,NA,NA
524,1578626,0.11198,gland morphogenesis,14261,22612,79,0.950845473930322,14,5.29150262212918,ellipse,0.036769,false,22612,565,7,NA,NA,NA,NA
781,1579188,0.11198,response to host,14261,75136,8,0.950845473930322,14,2.82842712474619,ellipse,0.037437,false,75136,565,2,NA,NA,NA,NA
782,1579189,0.11198,response to host defenses,14261,52200,8,0.950845473930322,14,2.82842712474619,ellipse,0.037437,false,52200,565,2,NA,NA,NA,NA
795,1579226,0.11198,protein localization in organelle,14261,33365,151,0.950845473930322,14,6.6332495807108,ellipse,0.03779,false,33365,565,11,NA,NA,NA,NA
900,1579557,0.11198,regulation of lipid kinase activity,14261,43550,8,0.950845473930322,14,2.82842712474619,ellipse,0.037437,false,43550,565,2,NA,NA,NA,L2
1009,1579977,0.11198,amine catabolic process,14261,9310,80,0.950845473930322,14,5.29150262212918,ellipse,0.038979,false,9310,565,7,NA,NA,NA,NA
1061,1580306,0.11198,purine nucleoside monophosphate metabolic process,14261,9126,19,0.950845473930322,14,3.46410161513775,ellipse,0.03737,false,9126,565,3,NA,NA,NA,NA
1076,1580458,0.11198,response to carbohydrate stimulus,14261,9743,78,0.950845473930322,14,5.29150262212918,ellipse,0.034643,false,9743,565,7,NA,NA,L1,L2
949,1579737,0.11336,regulation of cell-matrix adhesion,14261,1952,33,0.945536303705863,14,4,ellipse,0.040197,false,1952,565,4,NA,NA,NA,NA
1032,1580158,0.11396,negative regulation of cell adhesion,14261,7162,48,0.943240053823309,14,4.47213595499958,ellipse,0.040501,false,7162,565,5,NA,NA,L1,L2
172,1578004,0.11596,vitamin metabolic process,14261,6766,81,0.93567943445655,14,5.29150262212918,ellipse,0.041274,false,6766,565,7,NA,NA,NA,L2
533,1578641,0.11596,regulation of ubiquitin-protein ligase activity,14261,51438,81,0.93567943445655,14,5.29150262212918,ellipse,0.041274,false,51438,565,7,NA,NA,NA,NA
369,1578330,0.11956,cell development,14261,48468,631,0.922428813448473,14,11.6619037896906,ellipse,0.042585,false,48468,565,34,NA,NA,NA,L2
874,1579484,0.11972,regulation of phagocytosis,14261,50764,20,0.921820267671433,14,3.46410161513775,ellipse,0.042708,false,50764,565,3,NA,NA,NA,NA
950,1579739,0.11972,actin polymerization or depolymerization,14261,8154,20,0.921820267671433,14,3.46410161513775,ellipse,0.042708,false,8154,565,3,NA,NA,NA,L2
882,1579509,0.12004,regulation of cell growth,14261,1558,212,0.920664636026722,14,7.48331477354788,ellipse,0.042854,false,1558,565,14,NA,NA,NA,L2
587,1578755,0.12312,cellular amino acid derivative metabolic process,14261,6575,174,0.909679166414186,14,6.92820323027551,ellipse,0.044172,false,6575,565,12,NA,NA,NA,L2
126,1577931,0.12457,morphogenesis of a branching epithelium,14261,61138,100,0.904573128384414,14,5.65685424949238,ellipse,0.044771,false,61138,565,8,NA,NA,NA,NA
708,1579013,0.12457,negative regulation of protein kinase activity,14261,6469,100,0.904573128384414,14,5.65685424949238,ellipse,0.044771,false,6469,565,8,NA,NA,NA,NA
879,1579500,0.12735,sex differentiation,14261,7548,175,0.895014655795214,14,6.92820323027551,ellipse,0.045801,false,7548,565,12,NA,NA,NA,NA
68,1577842,0.12783,nuclear envelope organization,14261,6998,9,0.89335053865551,14,2.82842712474619,ellipse,0.046891,false,6998,565,2,NA,NA,NA,L2
79,1577859,0.12783,regulation of interferon-alpha production,14261,32647,9,0.89335053865551,14,2.82842712474619,ellipse,0.046891,false,32647,565,2,NA,NA,NA,NA
110,1577907,0.12783,tissue morphogenesis,14261,48729,275,0.89335053865551,14,8.24621125123532,ellipse,0.046928,false,48729,565,17,NA,NA,NA,NA
441,1578468,0.12783,regulation of microtubule-based process,14261,32886,50,0.89335053865551,14,4.47213595499958,ellipse,0.047034,false,32886,565,5,NA,NA,NA,L2
1087,1580513,0.12783,icosanoid metabolic process,14261,6690,50,0.89335053865551,14,4.47213595499958,ellipse,0.047034,false,6690,565,5,NA,NA,NA,NA
1093,1580563,0.12783,tube formation,14261,35148,50,0.89335053865551,14,4.47213595499958,ellipse,0.047034,false,35148,565,5,NA,NA,NA,NA
536,1578645,0.13015,virus-host interaction,14261,19048,21,0.885567877387997,14,3.46410161513775,ellipse,0.048406,false,19048,565,3,NA,NA,NA,NA
680,1578955,0.13015,cellular amino acid derivative catabolic process,14261,42219,21,0.885567877387997,14,3.46410161513775,ellipse,0.048406,false,42219,565,3,NA,NA,NA,L2
711,1579017,0.13015,initiation of viral infection,14261,19059,21,0.885567877387997,14,3.46410161513775,ellipse,0.048406,false,19059,565,3,NA,NA,NA,NA
991,1579870,0.13015,chemical homeostasis,14261,48878,529,0.885567877387997,14,10.770329614269,ellipse,0.048362,false,48878,565,29,NA,NA,NA,NA
161,1577987,0.13079,regulation of ligase activity,14261,51340,84,0.883430714132243,14,5.29150262212918,ellipse,0.048679,false,51340,565,7,NA,NA,NA,NA
467,1578521,0.13321,ubiquitin-dependent protein catabolic process,14261,6511,277,0.875454863552062,14,8.24621125123532,ellipse,0.049617,false,6511,565,17,NA,NA,NA,NA
279,1578179,0.13516,vascular process in circulatory system,14261,3018,51,0.869160496156066,14,4.47213595499958,ellipse,0.050522,false,3018,565,5,NA,NA,NA,NA
576,1578735,0.13516,cellular amino acid biosynthetic process,14261,8652,51,0.869160496156066,14,4.47213595499958,ellipse,0.050522,false,8652,565,5,NA,NA,NA,NA
684,1578965,0.1391,positive regulation of peptidase activity,14261,10952,68,0.856684449281555,14,4.89897948556636,ellipse,0.052105,false,10952,565,6,NA,NA,NA,NA
712,1579019,0.1391,positive regulation of caspase activity,14261,43280,68,0.856684449281555,14,4.89897948556636,ellipse,0.052105,false,43280,565,6,NA,NA,NA,L2
186,1578027,0.1464,negative regulation of multi-organism process,14261,43901,10,0.834450756146673,14,2.82842712474619,ellipse,0.057108,false,43901,565,2,NA,NA,L1,L2
225,1578090,0.1464,regulation of protein processing,14261,70613,10,0.834450756146673,14,2.82842712474619,ellipse,0.057108,false,70613,565,2,NA,NA,L1,L2
226,1578091,0.1464,regulation of protein maturation by peptide bond cleavage,14261,10953,10,0.834450756146673,14,2.82842712474619,ellipse,0.057108,false,10953,565,2,NA,NA,NA,L2
549,1578672,0.1464,movement in host environment,14261,52126,10,0.834450756146673,14,2.82842712474619,ellipse,0.057108,false,52126,565,2,NA,NA,NA,NA
689,1578975,0.1464,modification-dependent macromolecule catabolic process,14261,43632,282,0.834450756146673,14,8.24621125123532,ellipse,0.056811,false,43632,565,17,NA,NA,NA,NA
690,1578976,0.1464,modification-dependent protein catabolic process,14261,19941,282,0.834450756146673,14,8.24621125123532,ellipse,0.056811,false,19941,565,17,NA,NA,NA,NA
699,1578995,0.1464,entry into host cell,14261,30260,10,0.834450756146673,14,2.82842712474619,ellipse,0.057108,false,30260,565,2,NA,NA,NA,NA
700,1578996,0.1464,entry of virus into host cell,14261,46718,10,0.834450756146673,14,2.82842712474619,ellipse,0.057108,false,46718,565,2,NA,NA,NA,NA
750,1579114,0.1464,movement in environment of other organism involved in symbiotic interaction,14261,52192,10,0.834450756146673,14,2.82842712474619,ellipse,0.057108,false,52192,565,2,NA,NA,NA,NA
751,1579115,0.1464,entry into other organism involved in symbiotic interaction,14261,51828,10,0.834450756146673,14,2.82842712474619,ellipse,0.057108,false,51828,565,2,NA,NA,NA,NA
966,1579783,0.1464,entry into cell of other organism involved in symbiotic interaction,14261,51806,10,0.834450756146673,14,2.82842712474619,ellipse,0.057108,false,51806,565,2,NA,NA,NA,NA
980,1579837,0.1464,cell morphogenesis involved in differentiation,14261,904,241,0.834450756146673,14,7.74596669241483,ellipse,0.056621,false,904,565,15,NA,NA,NA,NA
1021,1580042,0.1464,entry into host,14261,44409,10,0.834450756146673,14,2.82842712474619,ellipse,0.057108,false,44409,565,2,NA,NA,NA,NA
402,1578389,0.14712,biosynthetic process,14261,9058,1796,0.832337784360722,14,18.3303027798234,ellipse,0.057465,false,9058,565,84,NA,NA,L1,L2
763,1579144,0.14813,unsaturated fatty acid metabolic process,14261,33559,53,0.829358005125632,14,4.47213595499958,ellipse,0.05794,false,33559,565,5,NA,NA,NA,NA
487,1578555,0.14937,cellular amino acid catabolic process,14261,9063,70,0.8257433018114,14,4.89897948556636,ellipse,0.058504,false,9063,565,6,NA,NA,NA,NA
1043,1580217,0.1514,regulation of ion transport,14261,43269,106,0.819870017264099,14,5.65685424949238,ellipse,0.059341,false,43269,565,8,NA,NA,NA,NA
262,1578151,0.15182,reproductive structure development,14261,48608,163,0.818676169076101,14,6.6332495807108,ellipse,0.059544,false,48608,565,11,NA,NA,NA,NA
195,1578040,0.15394,neuron development,14261,48666,326,0.812637094997201,14,8.71779788708135,ellipse,0.060419,false,48666,565,19,NA,NA,NA,NA
158,1577983,0.15737,cellular biosynthetic process,14261,44249,1686,0.803068813782651,14,17.7763888346312,ellipse,0.062269,false,44249,565,79,NA,NA,L1,L2
876,1579489,0.15737,gene silencing by RNA,14261,31047,38,0.803068813782651,14,4,ellipse,0.062245,false,31047,565,4,NA,NA,NA,L2
332,1578269,0.15738,nucleobase, nucleoside and nucleotide biosynthetic process,14261,34404,184,0.803064246064481,14,6.92820323027551,ellipse,0.062354,false,34404,565,12,NA,NA,NA,NA
355,1578307,0.15738,nucleobase, nucleoside, nucleotide and nucleic acid biosynthetic process,14261,34654,184,0.803064246064481,14,6.92820323027551,ellipse,0.062354,false,34654,565,12,NA,NA,NA,NA
615,1578817,0.15877,cellular ion homeostasis,14261,6873,370,0.799226819448886,14,9.16515138991168,ellipse,0.062992,false,6873,565,21,NA,NA,NA,NA
166,1577995,0.15934,cellular developmental process,14261,48869,1711,0.797669742261116,14,17.8885438199983,ellipse,0.063261,false,48869,565,80,NA,NA,L1,L2
167,1577996,0.16096,cell differentiation,14261,30154,1665,0.793274545714899,14,17.6635217326557,ellipse,0.063947,false,30154,565,78,NA,NA,NA,L2
175,1578008,0.16324,development of primary sexual characteristics,14261,45137,146,0.787165847914306,14,6.32455532033676,ellipse,0.064896,false,45137,565,10,NA,NA,NA,NA
929,1579656,0.16391,sensory organ development,14261,7423,246,0.785405275703353,14,7.74596669241483,ellipse,0.065204,false,7423,565,15,NA,NA,NA,NA
734,1579074,0.16425,negative regulation of cellular biosynthetic process,14261,31327,611,0.784502573579362,14,11.3137084989848,ellipse,0.065383,false,31327,565,32,NA,NA,NA,L2
111,1577908,0.16633,morphogenesis of an epithelium,14261,2009,206,0.779031273462235,14,7.21110255092798,ellipse,0.066434,false,2009,565,13,NA,NA,NA,NA
461,1578509,0.16661,gonad development,14261,8406,128,0.778311167454573,14,6,ellipse,0.06793,false,8406,565,9,NA,NA,NA,NA
55,1577822,0.17094,symbiosis, encompassing mutualism through parasitism,14261,44403,56,0.767161091528748,14,4.47213595499958,ellipse,0.070172,false,44403,565,5,NA,NA,NA,NA
173,1578005,0.17094,water-soluble vitamin metabolic process,14261,6767,40,0.767161091528748,14,4,ellipse,0.072528,false,6767,565,4,NA,NA,NA,NA
176,1578010,0.17094,regulation of myeloid cell differentiation,14261,45637,75,0.767161091528748,14,4.89897948556636,ellipse,0.076464,false,45637,565,6,NA,NA,NA,L2
282,1578183,0.17094,regulation of lipid biosynthetic process,14261,46890,56,0.767161091528748,14,4.47213595499958,ellipse,0.070172,false,46890,565,5,NA,NA,NA,NA
