"","ID","EQUATION","GENE.ASSOCIATION","SUBSYSTEM"
"918","MAR06803","hordenine[c] + O2[c] => H2O[c] + N,N-dimethyldopaminequinone[c]","ENSG00000077498","Phenylalanine, tyrosine and tryptophan biosynthesis"
"919","MAR06806","2 H+[c] + N,N-dimethylindoliumolate[c] <=> N,N-dimethyldopaminequinone[c]",NA,"Phenylalanine, tyrosine and tryptophan biosynthesis"
"920","MAR06807","6,7-dihydroxy-1,2,3,4-tetrahydroisoquinoline[c] + H2O[c] <=> dopamine[c] + formaldehyde[c]",NA,"Phenylalanine, tyrosine and tryptophan biosynthesis"
"921","MAR06808","dopamine[c] + H2O2[c] => dopamine-O-quinone[c] + 2 H2O[c]","ENSG00000117592 or ENSG00000121053 or ENSG00000130508 or ENSG00000147485 or ENSG00000167419","Phenylalanine, tyrosine and tryptophan biosynthesis"
"922","MAR06811","5-S-glutathionyl-dopamine[c] <=> dopamine-O-quinone[c] + GSH[c]","ENSG00000008394 or ENSG00000065621 or ENSG00000084207 or ENSG00000085871 or ENSG00000099984 or ENSG00000100577 or ENSG00000133433 or ENSG00000134184 or ENSG00000134201 or ENSG00000134202 or ENSG00000143198 or ENSG00000148834 or ENSG00000163106 or ENSG00000168765 or ENSG00000170899 or ENSG00000174156 or ENSG00000182793 or ENSG00000197448 or ENSG00000213366 or ENSG00000243955 or ENSG00000244067","Phenylalanine, tyrosine and tryptophan biosynthesis"
"923","MAR06813","dopamine-O-quinone[c] + H2O2[c] => dopaminochrome[c] + H+[c] + 2 H2O[c]","ENSG00000005381 or ENSG00000115705 or ENSG00000117592 or ENSG00000121053 or ENSG00000167419","Phenylalanine, tyrosine and tryptophan biosynthesis"
"924","MAR06814","aminochrome-O-semiquinone[c] + NADP+[c] <=> dopaminochrome[c] + NADPH[c]","ENSG00000116791","Phenylalanine, tyrosine and tryptophan biosynthesis"
"925","MAR06815","5-S-glutathionyl-aminochrome reduced[c] <=> dopaminochrome[c] + GSH[c]","ENSG00000008394 or ENSG00000065621 or ENSG00000084207 or ENSG00000085871 or ENSG00000099984 or ENSG00000100577 or ENSG00000133433 or ENSG00000134184 or ENSG00000134201 or ENSG00000134202 or ENSG00000143198 or ENSG00000148834 or ENSG00000163106 or ENSG00000168765 or ENSG00000170899 or ENSG00000174156 or ENSG00000182793 or ENSG00000197448 or ENSG00000213366 or ENSG00000243955 or ENSG00000244067","Phenylalanine, tyrosine and tryptophan biosynthesis"
"926","MAR06817","dopaminochrome[c] + H+[c] + NADPH[c] <=> leukoaminochrome[c] + NADP+[c]","ENSG00000116791","Phenylalanine, tyrosine and tryptophan biosynthesis"
"927","MAR06818","adrenaline[c] + O2[c] => adrenochrome[c] + H+[c] + 2 H2O[c]",NA,"Phenylalanine, tyrosine and tryptophan biosynthesis"
"928","MAR06819","adrenochrome-O-semiquinone[c] + H+[c] + NADP+[c] <=> adrenochrome[c] + NADPH[c]","ENSG00000116791","Phenylalanine, tyrosine and tryptophan biosynthesis"
"929","MAR06820","5-S-glutathionyl-adrenochrome hydroquinone[c] <=> adrenochrome[c] + GSH[c]","ENSG00000008394 or ENSG00000065621 or ENSG00000084207 or ENSG00000085871 or ENSG00000099984 or ENSG00000100577 or ENSG00000133433 or ENSG00000134184 or ENSG00000134201 or ENSG00000134202 or ENSG00000143198 or ENSG00000148834 or ENSG00000163106 or ENSG00000168765 or ENSG00000170899 or ENSG00000174156 or ENSG00000182793 or ENSG00000197448 or ENSG00000213366 or ENSG00000243955 or ENSG00000244067","Phenylalanine, tyrosine and tryptophan biosynthesis"
"930","MAR06822","noradrenaline[c] => 5 H+[c] + noradrenochrome[c]",NA,"Phenylalanine, tyrosine and tryptophan biosynthesis"
"931","MAR06823","H+[c] + NADP+[c] + noradrenochrome-O-semiquinone[c] <=> NADPH[c] + noradrenochrome[c]","ENSG00000116791","Phenylalanine, tyrosine and tryptophan biosynthesis"
"932","MAR06824","5-S-glutathionyl-noradrenochrome hydroquinone[c] <=> GSH[c] + noradrenochrome[c]","ENSG00000008394 or ENSG00000065621 or ENSG00000084207 or ENSG00000085871 or ENSG00000099984 or ENSG00000100577 or ENSG00000133433 or ENSG00000134184 or ENSG00000134201 or ENSG00000134202 or ENSG00000143198 or ENSG00000148834 or ENSG00000163106 or ENSG00000168765 or ENSG00000170899 or ENSG00000174156 or ENSG00000182793 or ENSG00000197448 or ENSG00000213366 or ENSG00000243955 or ENSG00000244067","Phenylalanine, tyrosine and tryptophan biosynthesis"
"933","MAR06826","3,3-diiodo-L-thyronine[c] + iodide[c] + NADP+[c] <=> NADPH[c] + triiodothyronine[c]","ENSG00000197406 or ENSG00000211448 or ENSG00000211452","Phenylalanine, tyrosine and tryptophan biosynthesis"
"934","MAR06827","3,3-diiodo-L-thyronine[r] + iodide[r] + NADP+[r] <=> NADPH[r] + triiodothyronine[r]","ENSG00000197406 or ENSG00000211448 or ENSG00000211452","Phenylalanine, tyrosine and tryptophan biosynthesis"
"935","MAR06828","3,3-diiodo-L-thyronine[c] + UDP-glucuronate[c] => 3,3-diiodo-L-thyronine-beta-D-glucuronoside[c] + H+[c] + UDP[c]","ENSG00000109181 or ENSG00000135220 or ENSG00000135226 or ENSG00000145626 or ENSG00000156096 or ENSG00000167165 or ENSG00000168671 or ENSG00000171234 or ENSG00000173610 or ENSG00000196620 or ENSG00000197888 or ENSG00000213759 or ENSG00000288705 or ENSG00000241119 or ENSG00000241635 or ENSG00000242366 or ENSG00000242515 or ENSG00000288702 or ENSG00000244122 or ENSG00000244474","Phenylalanine, tyrosine and tryptophan biosynthesis"
"936","MAR06829","3,3-diiodo-L-thyronine[c] + PAPS[c] => 3,3-diiodo-L-thyronine-4-O-sulfate[c] + H+[c] + PAP[c]","ENSG00000070614 or ENSG00000111962 or ENSG00000115526 or ENSG00000124302 or ENSG00000130540 or ENSG00000135702 or ENSG00000136720 or ENSG00000138653 or ENSG00000140835 or ENSG00000147119 or ENSG00000153936 or ENSG00000154080 or ENSG00000154252 or ENSG00000164100 or ENSG00000166507 or ENSG00000171004 or ENSG00000173597 or ENSG00000175040 or ENSG00000175229 or ENSG00000183196 or ENSG00000185352 or ENSG00000197093 or ENSG00000198075 or ENSG00000198203","Phenylalanine, tyrosine and tryptophan biosynthesis"
"937","MAR06830","3,3-diiodo-L-thyronine[r] + UDP-glucuronate[r] => 3,3-diiodo-L-thyronine-beta-D-glucuronoside[r] + H+[r] + UDP[r]","ENSG00000109181 or ENSG00000135220 or ENSG00000135226 or ENSG00000145626 or ENSG00000156096 or ENSG00000167165 or ENSG00000168671 or ENSG00000171234 or ENSG00000173610 or ENSG00000196620 or ENSG00000197888 or ENSG00000213759 or ENSG00000288705 or ENSG00000241119 or ENSG00000241635 or ENSG00000242366 or ENSG00000242515 or ENSG00000288702 or ENSG00000244122 or ENSG00000244474","Phenylalanine, tyrosine and tryptophan biosynthesis"
"938","MAR06831","3,3-diiodo-L-thyronine-4-O-sulfate[c] + H2O[c] => 3,3-diiodo-L-thyronine[c] + H+[c] + sulfate[c]","ENSG00000101846","Phenylalanine, tyrosine and tryptophan biosynthesis"
"939","MAR06834","3,3-diiodo-L-thyronine[c] + iodide[c] + NADP+[c] <=> NADPH[c] + reverse triiodthyronine[c]","ENSG00000211448 or ENSG00000211452","Phenylalanine, tyrosine and tryptophan biosynthesis"
"940","MAR06835","3,3-diiodo-L-thyronine[r] + iodide[r] + NADP+[r] <=> NADPH[r] + reverse triiodthyronine[r]","ENSG00000211448 or ENSG00000211452","Phenylalanine, tyrosine and tryptophan biosynthesis"
"941","MAR06836","3,3,5-triiodo-L-thyronine-beta-D-glucuronoside[c] + H+[c] + UDP[c] <=> reverse triiodthyronine[c] + UDP-glucuronate[c]","ENSG00000109181 or ENSG00000135220 or ENSG00000135226 or ENSG00000145626 or ENSG00000156096 or ENSG00000167165 or ENSG00000168671 or ENSG00000171234 or ENSG00000173610 or ENSG00000196620 or ENSG00000197888 or ENSG00000213759 or ENSG00000288705 or ENSG00000241119 or ENSG00000241635 or ENSG00000242366 or ENSG00000242515 or ENSG00000288702 or ENSG00000244122 or ENSG00000244474","Phenylalanine, tyrosine and tryptophan biosynthesis"
"942","MAR06837","reverse triiodthyronine[r] + UDP-glucuronate[r] => 3,3,5-triiodo-L-thyronine-beta-D-glucuronoside[r] + H+[r] + UDP[r]","ENSG00000109181 or ENSG00000135220 or ENSG00000135226 or ENSG00000145626 or ENSG00000156096 or ENSG00000167165 or ENSG00000168671 or ENSG00000171234 or ENSG00000173610 or ENSG00000196620 or ENSG00000197888 or ENSG00000213759 or ENSG00000288705 or ENSG00000241119 or ENSG00000241635 or ENSG00000242366 or ENSG00000242515 or ENSG00000288702 or ENSG00000244122 or ENSG00000244474","Phenylalanine, tyrosine and tryptophan biosynthesis"
"943","MAR06838","PAPS[c] + reverse triiodthyronine[c] => 3,5,3-triiodothyronine-4-sulfate[c] + H+[c] + PAP[c]","ENSG00000173597 or ENSG00000198203","Phenylalanine, tyrosine and tryptophan biosynthesis"
"944","MAR06839","3,5,3-triiodothyronine-4-sulfate[c] + H2O[c] => H+[c] + reverse triiodthyronine[c] + sulfate[c]","ENSG00000101846","Phenylalanine, tyrosine and tryptophan biosynthesis"
"945","MAR06840","3,5-diiodo-L-thyronine[c] + iodide[c] + NADP+[c] <=> NADPH[c] + triiodothyronine[c]","ENSG00000211448 or ENSG00000211452","Phenylalanine, tyrosine and tryptophan biosynthesis"
"946","MAR06841","3,5-diiodo-L-thyronine[r] + iodide[r] + NADP+[r] <=> NADPH[r] + triiodothyronine[r]","ENSG00000211448 or ENSG00000211452","Phenylalanine, tyrosine and tryptophan biosynthesis"
"947","MAR06842","3,5-diiodo-L-thyronine-beta-D-glucuronoside[c] + H+[c] + UDP[c] <=> 3,5-diiodo-L-thyronine[c] + UDP-glucuronate[c]","ENSG00000109181 or ENSG00000135220 or ENSG00000135226 or ENSG00000145626 or ENSG00000156096 or ENSG00000167165 or ENSG00000168671 or ENSG00000171234 or ENSG00000173610 or ENSG00000196620 or ENSG00000197888 or ENSG00000213759 or ENSG00000288705 or ENSG00000241119 or ENSG00000241635 or ENSG00000242366 or ENSG00000242515 or ENSG00000288702 or ENSG00000244122 or ENSG00000244474","Phenylalanine, tyrosine and tryptophan biosynthesis"
"948","MAR06843","3,5-diiodo-L-thyronine[r] + UDP-glucuronate[r] => 3,5-diiodo-L-thyronine-beta-D-glucuronoside[r] + H+[r] + UDP[r]","ENSG00000109181 or ENSG00000135220 or ENSG00000135226 or ENSG00000145626 or ENSG00000156096 or ENSG00000167165 or ENSG00000168671 or ENSG00000171234 or ENSG00000173610 or ENSG00000196620 or ENSG00000197888 or ENSG00000213759 or ENSG00000288705 or ENSG00000241119 or ENSG00000241635 or ENSG00000242366 or ENSG00000242515 or ENSG00000288702 or ENSG00000244122 or ENSG00000244474","Phenylalanine, tyrosine and tryptophan biosynthesis"
"949","MAR06844","3,5-diiodo-L-thyronine[c] + PAPS[c] => 3,5-diiodo-L-thyronine-4-O-sulfate[c] + H+[c] + PAP[c]","ENSG00000173597 or ENSG00000198203","Phenylalanine, tyrosine and tryptophan biosynthesis"
"950","MAR06845","3,5-diiodo-L-thyronine-4-O-sulfate[c] + H2O[c] => 3,5-diiodo-L-thyronine[c] + H+[c] + sulfate[c]","ENSG00000101846","Phenylalanine, tyrosine and tryptophan biosynthesis"
"951","MAR06848","3,5-diiodo-L-thyronine[c] + NADPH[c] <=> 3-monoiodo-L-thyronine[c] + iodide[c] + NADP+[c]","ENSG00000211448 or ENSG00000211452","Phenylalanine, tyrosine and tryptophan biosynthesis"
"952","MAR06849","3,5-diiodo-L-thyronine[r] + NADPH[r] <=> 3-monoiodo-L-thyronine[r] + iodide[r] + NADP+[r]","ENSG00000211448 or ENSG00000211452","Phenylalanine, tyrosine and tryptophan biosynthesis"
"953","MAR06850","3-monoiodo-L-thyronine[c] + PAPS[c] => 3-monoiodo-L-thyronine-4-O-sulfate[c] + H+[c] + PAP[c]","ENSG00000173597 or ENSG00000198203","Phenylalanine, tyrosine and tryptophan biosynthesis"
"954","MAR06851","3-monoiodo-L-thyronine-4-O-sulfate[c] + H2O[c] => 3-monoiodo-L-thyronine[c] + H+[c] + sulfate[c]","ENSG00000101846","Phenylalanine, tyrosine and tryptophan biosynthesis"
"955","MAR06854","iodide[c] + NADP+[c] + triiodothyronine[c] <=> NADPH[c] + thyroxine[c]","ENSG00000211448 or ENSG00000211452","Phenylalanine, tyrosine and tryptophan biosynthesis"
"956","MAR06855","iodide[r] + NADP+[r] + triiodothyronine[r] <=> NADPH[r] + thyroxine[r]","ENSG00000211448 or ENSG00000211452","Phenylalanine, tyrosine and tryptophan biosynthesis"
"957","MAR06874","O2[c] + tyrosine[c] => H2O[c] + L-dopaquinone[c]","ENSG00000077498","Phenylalanine, tyrosine and tryptophan biosynthesis"
"958","MAR06875","2-carboxy-2,3-dihydro-5,6-dihydroxyindole[c] + H+[c] <=> L-dopaquinone[c]",NA,"Phenylalanine, tyrosine and tryptophan biosynthesis"
"959","MAR06876","2-carboxy-2,3-dihydro-5,6-dihydroxyindole[c] + L-dopaquinone[c] <=> L-dopa[c] + L-dopachrome[c]",NA,"Phenylalanine, tyrosine and tryptophan biosynthesis"
"960","MAR06877","5-S-cysteinyldopa[c] <=> cysteine[c] + L-dopaquinone[c]",NA,"Phenylalanine, tyrosine and tryptophan biosynthesis"
"961","MAR06878","5-(S-L-cysteinyl)-dopaquinone[c] + L-dopa[c] <=> 5-S-cysteinyldopa[c] + L-dopaquinone[c]",NA,"Phenylalanine, tyrosine and tryptophan biosynthesis"
"962","MAR06879","1,4-benzothiazine-O-quinonimine[c] + H+[c] + H2O[c] <=> 5-(S-L-cysteinyl)-dopaquinone[c]",NA,"Phenylalanine, tyrosine and tryptophan biosynthesis"
"963","MAR06880","1,4-benzothiazine-O-quinonimine[c] + 5-S-cysteinyldopa[c] <=> 3,4-dihydro-1,4-benzothiazine-3-carboxylate[c] + 5-(S-L-cysteinyl)-dopaquinone[c]",NA,"Phenylalanine, tyrosine and tryptophan biosynthesis"
"964","MAR06881","3,4-dihydro-1,4-benzothiazine-3-carboxylate[c] => benzothiazine[c] + CO2[c] + H+[c]",NA,"Phenylalanine, tyrosine and tryptophan biosynthesis"
"965","MAR06882","3,5-dihydroxy-3,4-dihydro-1,4-benzothiazine[c] <=> benzothiazine[c] + H2O[c]",NA,"Phenylalanine, tyrosine and tryptophan biosynthesis"
"966","MAR06883","5-S-glutathionyl-L-dopa[c] <=> GSH[c] + L-dopaquinone[c]","ENSG00000008394 or ENSG00000065621 or ENSG00000084207 or ENSG00000085871 or ENSG00000099984 or ENSG00000100577 or ENSG00000133433 or ENSG00000134184 or ENSG00000134201 or ENSG00000134202 or ENSG00000143198 or ENSG00000148834 or ENSG00000163106 or ENSG00000168765 or ENSG00000170899 or ENSG00000174156 or ENSG00000182793 or ENSG00000197448 or ENSG00000213366 or ENSG00000243955 or ENSG00000244067","Phenylalanine, tyrosine and tryptophan biosynthesis"
"967","MAR06885","L-dopachrome[c] + NADPH[c] <=> dopachrome-O-semiquinone[c] + H+[c] + NADP+[c]","ENSG00000116791","Phenylalanine, tyrosine and tryptophan biosynthesis"
"968","MAR06886","5-S-glutathionyl-dopachrome hydroquinone[c] <=> GSH[c] + L-dopachrome[c]","ENSG00000008394 or ENSG00000065621 or ENSG00000084207 or ENSG00000085871 or ENSG00000099984 or ENSG00000100577 or ENSG00000133433 or ENSG00000134184 or ENSG00000134201 or ENSG00000134202 or ENSG00000143198 or ENSG00000148834 or ENSG00000163106 or ENSG00000168765 or ENSG00000170899 or ENSG00000174156 or ENSG00000182793 or ENSG00000197448 or ENSG00000213366 or ENSG00000243955 or ENSG00000244067","Phenylalanine, tyrosine and tryptophan biosynthesis"
"969","MAR06888","L-dopachrome[c] => 5,6-dihydroxyindole-2-carboxylate[c]","ENSG00000080166","Phenylalanine, tyrosine and tryptophan biosynthesis"
"970","MAR06889","5,6-dihydroxyindole-2-carboxylate[c] + O2[c] => 5,6-indolequinone-2-carboxylate[c] + H2O2[c]","ENSG00000077498 or ENSG00000107165","Phenylalanine, tyrosine and tryptophan biosynthesis"
"971","MAR07628","O2[c] + phenylalanine[c] => 2-phenylacetamide[c] + CO2[c] + H2O[c]","ENSG00000117592 or ENSG00000121053 or ENSG00000130508 or ENSG00000147485 or ENSG00000167419","Phenylalanine, tyrosine and tryptophan biosynthesis"
"972","MAR07756","2-phenylacetamide[c] + H2O[c] => H+[c] + NH3[c] + phenylacetate[c]","ENSG00000165591","Phenylalanine, tyrosine and tryptophan biosynthesis"
"973","MAR08539","O2[c] + phenylalanine[c] + tetrahydrobiopterin[c] => 4alpha-hydroxytetrahydrobiopterin[c] + tyrosine[c]","ENSG00000171759","Phenylalanine, tyrosine and tryptophan biosynthesis"
"974","MAR08794","ATP[c] + CoA[c] + phenylacetate[c] => AMP[c] + phenylacetyl-CoA[c] + PPi[c]",NA,"Phenylalanine, tyrosine and tryptophan biosynthesis"
"975","MAR08795","glutamine[c] + phenylacetyl-CoA[c] => CoA[c] + phenylacetylglutamine[c]",NA,"Phenylalanine, tyrosine and tryptophan biosynthesis"
"976","MAR08796","glycine[c] + phenylacetyl-CoA[c] => CoA[c] + H+[c] + phenylacetylglycine[c]","ENSG00000149124","Phenylalanine, tyrosine and tryptophan biosynthesis"
"977","MAR03875","ATP[c] + H2O[c] + methionine[c] => Pi[c] + PPi[c] + SAM[c]","ENSG00000038274 or ENSG00000151224 or ENSG00000168906","Cysteine and methionine metabolism"
"978","MAR03877","H2O[c] + SAH[c] => adenosine[c] + homocysteine[c]","ENSG00000101444 or ENSG00000158467 or ENSG00000168710","Cysteine and methionine metabolism"
"979","MAR03879","homocysteine[c] + serine[c] => H2O[c] + L-cystathionine[c]","ENSG00000160200","Cysteine and methionine metabolism"
"980","MAR03881","H2O[c] + L-cystathionine[c] => 2-oxobutyrate[c] + cysteine[c] + H+[c] + NH3[c]","ENSG00000116761","Cysteine and methionine metabolism"
"981","MAR03912","AKG[c] + cysteine[c] <=> glutamate[c] + mercaptopyruvate[c]","ENSG00000120053 or ENSG00000125166","Cysteine and methionine metabolism"
"982","MAR03917","5-methyl-THF[c] + homocysteine[c] => H+[c] + methionine[c] + THF[c]","ENSG00000116984","Cysteine and methionine metabolism"
"983","MAR03919","H2O[c] + N-acetylmethionine[c] <=> acetate[c] + methionine[c]","ENSG00000114786 or ENSG00000243989","Cysteine and methionine metabolism"
"984","MAR03920","H2O[c] + homocysteine-thiolactone[c] <=> H+[c] + homocysteine[c]","ENSG00000005421 or ENSG00000105852 or ENSG00000105854","Cysteine and methionine metabolism"
"985","MAR03922","CoA[m] + H+[m] + N-acetyl-L-cystathionine[m] <=> acetyl-CoA[m] + L-cystathionine[m]","ENSG00000161653","Cysteine and methionine metabolism"
"986","MAR03928","H+[c] + mercaptopyruvate[c] + sulfite[c] => H2S2O3[c] + pyruvate[c]","ENSG00000128309 or ENSG00000128311","Cysteine and methionine metabolism"
"987","MAR03995","cystine[c] + H+[c] + NADPH[c] <=> 2 cysteine[c] + NADP+[c]","ENSG00000181652 or ENSG00000184470 or ENSG00000197763 or ENSG00000198431","Cysteine and methionine metabolism"
"988","MAR03996","cystine[c] + H+[c] + NADH[c] <=> 2 cysteine[c] + NAD+[c]",NA,"Cysteine and methionine metabolism"
"989","MAR04072","DNA[c] + SAM[c] => DNA-5-methylcytosine[c] + H+[c] + SAH[c]","(ENSG00000088305 and ENSG00000130816) or ENSG00000107614 or ENSG00000119772 or ENSG00000142182","Cysteine and methionine metabolism"
"990","MAR04189","H2O[m] + O2[m] + sulfite[m] => H2O2[m] + sulfate[m]","ENSG00000139531","Cysteine and methionine metabolism"
"991","MAR04302","cysteine[c] + H2O[c] => 2 H+[c] + H2S[c] + NH3[c] + pyruvate[c]","ENSG00000116761","Cysteine and methionine metabolism"
"992","MAR04323","H+[c] + H2S[c] + serine[c] => cysteine[c] + H2O[c]","ENSG00000160200","Cysteine and methionine metabolism"
"993","MAR05381","PAPS[c] + thioredoxin[c] => 2 H+[c] + oxidized thioredoxin[c] + PAP[c] + sulfite[c]","ENSG00000261052","Cysteine and methionine metabolism"
"994","MAR05385","methylthioribose-1p[c] => S-methyl-5-thio-D-ribulose-1-phosphate[c]","ENSG00000037757","Cysteine and methionine metabolism"
"995","MAR05386","S-methyl-5-thio-D-ribulose-1-phosphate[c] => 2,3-diketo-5-methylthiopentyl-1-phosphate[c] + H2O[c]","ENSG00000149089","Cysteine and methionine metabolism"
"996","MAR05387","2,3-diketo-5-methylthiopentyl-1-phosphate[c] + H2O[c] => 1,2-dihydroxy-5-(methylthio)pent-1-en-3-one[c] + Pi[c]","ENSG00000145293","Cysteine and methionine metabolism"
"997","MAR05388","1,2-dihydroxy-5-(methylthio)pent-1-en-3-one[c] + O2[c] => 3-(methylthio)propionic acid[c] + CO[c] + formate[c] + 2 H+[c]","ENSG00000182551","Cysteine and methionine metabolism"
"998","MAR05389","1,2-dihydroxy-5-(methylthio)pent-1-en-3-one[c] + O2[c] => 4-methylthio-2-oxobutanoic acid[c] + formate[c] + 2 H+[c]","ENSG00000182551","Cysteine and methionine metabolism"
"999","MAR05390","H2O[c] + methionine[c] + O2[c] => 4-methylthio-2-oxobutanoic acid[c] + H+[c] + H2O2[c] + NH3[c]","ENSG00000104951","Cysteine and methionine metabolism"
"1000","MAR05391","4-methylthio-2-oxobutanoic acid[c] + glutamate[c] => AKG[c] + methionine[c]","ENSG00000198650","Cysteine and methionine metabolism"
"1001","MAR05418","CoA[m] + H+[m] + N-acetylmethionine[m] <=> acetyl-CoA[m] + methionine[m]","ENSG00000161653","Cysteine and methionine metabolism"
"1002","MAR05419","CoA[m] + H+[m] + N-acetyl-L-cysteine[m] <=> acetyl-CoA[m] + cysteine[m]","ENSG00000161653","Cysteine and methionine metabolism"
"1003","MAR06515","mercaptopyruvate[c] + sulfite[c] => pyruvate[c] + thiosulfate[c]","ENSG00000128309 or ENSG00000128311","Cysteine and methionine metabolism"
"1004","MAR06518","hydrogen-cyanide[c] + mercaptopyruvate[c] => H+[c] + pyruvate[c] + thiocyanate[c]","ENSG00000128309 or ENSG00000128311","Cysteine and methionine metabolism"
"1005","MAR06519","3-mercaptolactate[c] + NAD+[c] <=> H+[c] + mercaptopyruvate[c] + NADH[c]","ENSG00000111716 or ENSG00000151116 or ENSG00000166796 or ENSG00000166800 or ENSG00000171989","Cysteine and methionine metabolism"
"1006","MAR06520","hydrogen-cyanide[m] + thiosulfate[m] <=> H+[m] + sulfite[m] + thiocyanate[m]","ENSG00000128309 or ENSG00000128311","Cysteine and methionine metabolism"
"1007","MAR06523","H+[c] + H2O2[c] + thiocyanate[c] <=> H2O[c] + hypothiocyanite[c]","ENSG00000083123 or ENSG00000091140 or ENSG00000117592 or ENSG00000121053 or ENSG00000130508 or ENSG00000142046 or ENSG00000147485 or ENSG00000167419 or ENSG00000248098 or ENSG00000255730","Cysteine and methionine metabolism"
