"","feat1","feat2","R","p","Padj","name_int"
"1207","KALRN","Duration.of.therapy",0.230385040896288,0.00358915686229566,0.016555181915617,"KALRN (interacts with) Duration.of.therapy"
"1208","CXCR5","Duration.of.therapy",0.214951047802476,0.00668347258556934,0.0277355286911239,"CXCR5 (interacts with) Duration.of.therapy"
"1209","SLC1A7","Duration.of.therapy",-0.200376700383651,0.0115911670950219,0.0434988778930982,"SLC1A7 (interacts with) Duration.of.therapy"
"1210","DHRS3","Duration.of.therapy",0.201614346284518,0.0110766461058744,0.0419288616903868,"DHRS3 (interacts with) Duration.of.therapy"
"1211","MATN1","Duration.of.therapy",0.292493617296741,0.00019202201307511,0.00133634810705446,"MATN1 (interacts with) Duration.of.therapy"
"1212","SDC3","Duration.of.therapy",-0.25006086717004,0.00153092886312534,0.00806261770395292,"SDC3 (interacts with) Duration.of.therapy"
"1213","PTX3","Duration.of.therapy",0.213759127735386,0.00700051960242964,0.0288123521696345,"PTX3 (interacts with) Duration.of.therapy"
"1214","KIF15","Duration.of.therapy",-0.218014678665459,0.0059264365569982,0.0251177950019517,"KIF15 (interacts with) Duration.of.therapy"
"1215","CDC25A","Duration.of.therapy",-0.276337979646567,0.0004403744581154,0.0027582657462636,"CDC25A (interacts with) Duration.of.therapy"
"1216","MELK","Duration.of.therapy",-0.237620391994088,0.00264442849675905,0.0128075730843228,"MELK (interacts with) Duration.of.therapy"
"1217","SKA3","Duration.of.therapy",-0.297100020452617,0.000150165490280241,0.00107673223033243,"SKA3 (interacts with) Duration.of.therapy"
"1218","RIC3","Duration.of.therapy",0.30518031139792,9.65794610268134e-05,0.000729150457731425,"RIC3 (interacts with) Duration.of.therapy"
"1219","STRCP1","Duration.of.therapy",0.203405297725627,0.0103676929345804,0.0397354957559619,"STRCP1 (interacts with) Duration.of.therapy"
"1220","PCLAF","Duration.of.therapy",-0.267217200002742,0.000688463536737016,0.00406166324811771,"PCLAF (interacts with) Duration.of.therapy"
"1221","NKX3.1","Duration.of.therapy",0.260239437768546,0.000959047208826558,0.00540321857872586,"NKX3.1 (interacts with) Duration.of.therapy"
"1222","MYO5B","Duration.of.therapy",0.241066902311879,0.00227904097311638,0.0113001374130658,"MYO5B (interacts with) Duration.of.therapy"
"1223","SOAT2","Duration.of.therapy",0.212889736724538,0.00724014117154592,0.0296218394128463,"SOAT2 (interacts with) Duration.of.therapy"
"1224","TK1","Duration.of.therapy",-0.249887109001692,0.00154295163505358,0.00811645164013891,"TK1 (interacts with) Duration.of.therapy"
"1225","PBK","Duration.of.therapy",-0.231326769508412,0.00345102273376452,0.0160206424634393,"PBK (interacts with) Duration.of.therapy"
"1226","COL4A3","Duration.of.therapy",0.292877013723295,0.000188162050476448,0.0013127831655521,"COL4A3 (interacts with) Duration.of.therapy"
"1227","ROR2","Duration.of.therapy",-0.198802833972514,0.0122757199953456,0.0455621265394477,"ROR2 (interacts with) Duration.of.therapy"
"1228","NPIPB12","Duration.of.therapy",0.217130645879126,0.00613661365349372,0.0258523944556433,"NPIPB12 (interacts with) Duration.of.therapy"
"1229","SLC38A11","Duration.of.therapy",0.201568620450742,0.0110952919578644,0.0419861106877706,"SLC38A11 (interacts with) Duration.of.therapy"
"1230","RGPD8","Duration.of.therapy",0.204130791336649,0.0100920833198501,0.038874130680957,"RGPD8 (interacts with) Duration.of.therapy"
"1231","BUB1","Duration.of.therapy",-0.238623311948239,0.0025329829805445,0.012352126602849,"BUB1 (interacts with) Duration.of.therapy"
"1232","CDK1","Duration.of.therapy",-0.239726828736696,0.00241528882562791,0.0118681243654752,"CDK1 (interacts with) Duration.of.therapy"
"1233","SLC26A5","Duration.of.therapy",0.284341001742361,0.00029373842373337,0.00193883433639871,"SLC26A5 (interacts with) Duration.of.therapy"
"1234","SHCBP1","Duration.of.therapy",-0.225487804098894,0.00439102479202158,0.0195876219375947,"SHCBP1 (interacts with) Duration.of.therapy"
"1235","ZNF439","Duration.of.therapy",0.229312007997015,0.0037526063339568,0.0171828804398134,"ZNF439 (interacts with) Duration.of.therapy"
"1236","RRM2","Duration.of.therapy",-0.215239120555264,0.0066087910559367,0.0274818684564722,"RRM2 (interacts with) Duration.of.therapy"
"1237","NIPAL4","Duration.of.therapy",0.267110506390599,0.000692008394889143,0.00407974740612517,"NIPAL4 (interacts with) Duration.of.therapy"
"1238","RND1","Duration.of.therapy",0.197252101742301,0.0129846481494069,0.0476755949320185,"RND1 (interacts with) Duration.of.therapy"
"1239","TRAPPC3L","Duration.of.therapy",-0.199745674120385,0.0118614958400949,0.0443172344001585,"TRAPPC3L (interacts with) Duration.of.therapy"
"1240","PODN","Duration.of.therapy",-0.259997090849534,0.000969997201984985,0.00545632817289916,"PODN (interacts with) Duration.of.therapy"
"1241","CMKLR1","Duration.of.therapy",-0.218641122588188,0.00578141457858483,0.0246089375384951,"CMKLR1 (interacts with) Duration.of.therapy"
"1242","UBE2C","Duration.of.therapy",-0.224446779283263,0.0045809219169004,0.0202901993164655,"UBE2C (interacts with) Duration.of.therapy"
"1243","DDIT3","Duration.of.therapy",0.200388893939324,0.0115859971917947,0.0434831934606361,"DDIT3 (interacts with) Duration.of.therapy"
"1244","GOLGA8A","Duration.of.therapy",0.209480713888424,0.00825156723459219,0.0329761089259902,"GOLGA8A (interacts with) Duration.of.therapy"
"1245","RMI2","Duration.of.therapy",-0.241421732975321,0.00224415174582049,0.0111536098065345,"RMI2 (interacts with) Duration.of.therapy"
"1246","ARL4D","Duration.of.therapy",0.214794055773179,0.00672448754130439,0.0278754835647654,"ARL4D (interacts with) Duration.of.therapy"
"1247","TYMS","Duration.of.therapy",-0.239342731732979,0.00245567963432425,0.0120342987303815,"TYMS (interacts with) Duration.of.therapy"
"1248","SAMD12","Duration.of.therapy",0.234224486739001,0.00305552120607122,0.014465976057038,"SAMD12 (interacts with) Duration.of.therapy"
"1249","MLF1","Duration.of.therapy",0.228917241632083,0.00381440495273577,0.0174177999300157,"MLF1 (interacts with) Duration.of.therapy"
"1250","PARD6G","Duration.of.therapy",-0.19838213341067,0.0124646079133228,0.0461297356283527,"PARD6G (interacts with) Duration.of.therapy"
"1251","ZC3H12D","Duration.of.therapy",0.309406902633268,7.62730966226144e-05,0.000591537436003037,"ZC3H12D (interacts with) Duration.of.therapy"
"1252","NSUN7","Duration.of.therapy",0.332558897596597,1.96209054954544e-05,0.00017622333197078,"NSUN7 (interacts with) Duration.of.therapy"
"1253","F2R","Duration.of.therapy",-0.20678136550119,0.0091392893918969,0.0358498763674633,"F2R (interacts with) Duration.of.therapy"
"1254","RGS7","Duration.of.therapy",0.211828292702272,0.00754256037200007,0.0306362778096884,"RGS7 (interacts with) Duration.of.therapy"
"1255","CADM1","Duration.of.therapy",-0.220026615351597,0.0054718706540402,0.0235149343676447,"CADM1 (interacts with) Duration.of.therapy"
"1256","PYCR1","Duration.of.therapy",-0.197872448887193,0.012696859161357,0.0468188635965705,"PYCR1 (interacts with) Duration.of.therapy"
"1257","ASCL2","Duration.of.therapy",-0.279485441204805,0.00037608554031765,0.00240544842772574,"ASCL2 (interacts with) Duration.of.therapy"
"1258","KCNH8","Duration.of.therapy",0.229075757855839,0.00378948086254249,0.017323160420213,"KCNH8 (interacts with) Duration.of.therapy"
"1259","TSPYL2","Duration.of.therapy",0.219738542598809,0.00553498333486435,0.0237385897672718,"TSPYL2 (interacts with) Duration.of.therapy"
"1260","CCSER1","Duration.of.therapy",0.269558362692066,0.000614765371525827,0.00368331492134102,"CCSER1 (interacts with) Duration.of.therapy"
"1261","ANO9","Duration.of.therapy",0.224884223093052,0.0045002466797861,0.0199935655805001,"ANO9 (interacts with) Duration.of.therapy"
"1262","KIF18B","Duration.of.therapy",-0.279538788010877,0.000375074919010565,0.00239977446287959,"KIF18B (interacts with) Duration.of.therapy"
"1263","C11orf96","Duration.of.therapy",0.196065489014086,0.0135510902826588,0.0493457514228008,"C11orf96 (interacts with) Duration.of.therapy"
"1264","CNR2","Duration.of.therapy",0.223042996186344,0.00484864753799696,0.0212696802267875,"CNR2 (interacts with) Duration.of.therapy"
"1265","KIF19","Duration.of.therapy",-0.240935514942838,0.00229208415833293,0.0113543829765908,"KIF19 (interacts with) Duration.of.therapy"
"1266","H2AC11","Duration.of.therapy",-0.20842901971158,0.00858791535741332,0.0340708075523598,"H2AC11 (interacts with) Duration.of.therapy"
"1267","SCN8A","Duration.of.therapy",0.196502198068376,0.0133401568262355,0.0487214022381616,"SCN8A (interacts with) Duration.of.therapy"
"1268","ZNF165","Duration.of.therapy",0.207506882063767,0.00889275789316679,0.0350584142101564,"ZNF165 (interacts with) Duration.of.therapy"
"1269","SLC28A3","Duration.of.therapy",0.265024375815952,0.000764784119792639,0.00444705045075123,"SLC28A3 (interacts with) Duration.of.therapy"
"1270","SERPINB2","Duration.of.therapy",0.201036676584482,0.0113142429474804,0.04265869869546,"SERPINB2 (interacts with) Duration.of.therapy"
"1271","SNHG12","Duration.of.therapy",0.278476424472818,0.000395681848353702,0.00251378629096467,"SNHG12 (interacts with) Duration.of.therapy"
"1272","SUCNR1","Duration.of.therapy",-0.224395595857986,0.00459044565092492,0.0203248220742786,"SUCNR1 (interacts with) Duration.of.therapy"
"1273","GPRASP1","Duration.of.therapy",0.241286079668453,0.00225743241607557,0.0112090862383836,"GPRASP1 (interacts with) Duration.of.therapy"
"1274","TMEM273","Duration.of.therapy",-0.264042302944239,0.000801424704512943,0.00462991858336456,"TMEM273 (interacts with) Duration.of.therapy"
"1275","AGAP9","Duration.of.therapy",0.246110155131806,0.00182651394214783,0.00936713507753385,"AGAP9 (interacts with) Duration.of.therapy"
"1276","ZBTB10","Duration.of.therapy",0.227966144289545,0.00396707189111689,0.0179967832163719,"ZBTB10 (interacts with) Duration.of.therapy"
"1277","CPT1B","Duration.of.therapy",0.284535097448119,0.00029082385270951,0.00192212245347888,"CPT1B (interacts with) Duration.of.therapy"
"1278","C17orf107","Duration.of.therapy",0.204490501229019,0.00995784376988129,0.0384500926776529,"C17orf107 (interacts with) Duration.of.therapy"
"1279","RNU1.4","Duration.of.therapy",0.215161783983886,0.00662876688133496,0.0275495176292861,"RNU1.4 (interacts with) Duration.of.therapy"
"1280","CSKMT","Duration.of.therapy",0.235919390977626,0.00284363256312359,0.0136162561347664,"CSKMT (interacts with) Duration.of.therapy"
"1281","MIR17HG","Duration.of.therapy",0.222020261704224,0.00505244028073726,0.0220094224765903,"MIR17HG (interacts with) Duration.of.therapy"
"1282","FADS3","Duration.of.therapy",0.270960621594526,0.000574178176270923,0.00347165243698221,"FADS3 (interacts with) Duration.of.therapy"
"1283","HLA.DPB1","Duration.of.therapy",-0.215813741866381,0.0064620390949226,0.0269806047680016,"HLA.DPB1 (interacts with) Duration.of.therapy"
"1284","DDX11L1","Duration.of.therapy",-0.197486451706906,0.0128752646948418,0.0473507572525196,"DDX11L1 (interacts with) Duration.of.therapy"
"1285","LINC01857","Duration.of.therapy",0.213230232258045,0.00714543883501118,0.0293017742612812,"LINC01857 (interacts with) Duration.of.therapy"
"1286","LINC02528","Duration.of.therapy",-0.23820215007459,0.00257925422068217,0.0125413893612202,"LINC02528 (interacts with) Duration.of.therapy"
"1287","FAM30A","Duration.of.therapy",0.199300619095459,0.0120554699615427,0.0449004348646348,"FAM30A (interacts with) Duration.of.therapy"
"1288","LINC00511","Duration.of.therapy",-0.203163844482707,0.0104608791542524,0.0400248675055057,"LINC00511 (interacts with) Duration.of.therapy"
"1289","CYP4F29P","Duration.of.therapy",0.220207140274082,0.0054326488256724,0.0233739739445142,"CYP4F29P (interacts with) Duration.of.therapy"
"1290","ANKRD36BP2","Duration.of.therapy",0.254526756935482,0.00124978200723391,0.00677984505425186,"ANKRD36BP2 (interacts with) Duration.of.therapy"
"1291","LINC01237","Duration.of.therapy",0.232639324501438,0.00326648757247261,0.0152994899942583,"LINC01237 (interacts with) Duration.of.therapy"
"1292","HIPK1.AS1","Duration.of.therapy",0.1987686752292,0.0122909625037517,0.0456077802539257,"HIPK1.AS1 (interacts with) Duration.of.therapy"
"1293","SMG1P1","Duration.of.therapy",0.206808801001455,0.00912985797679067,0.0358202100386861,"SMG1P1 (interacts with) Duration.of.therapy"
"1294","OXCT2P1","Duration.of.therapy",0.262566776001756,0.00085951675490481,0.00491708312326855,"OXCT2P1 (interacts with) Duration.of.therapy"
"1295","LINC01238","Duration.of.therapy",0.204517936729285,0.00994767011142006,0.0384182636853014,"LINC01238 (interacts with) Duration.of.therapy"
"1296","GOLGA2P5","Duration.of.therapy",0.223815762777156,0.0046995823270215,0.0207236967860421,"GOLGA2P5 (interacts with) Duration.of.therapy"
"1297","AMY2B","Duration.of.therapy",0.254991636245537,0.00122341002729054,0.00665661355310618,"AMY2B (interacts with) Duration.of.therapy"
"1298","PDXP","Duration.of.therapy",-0.221933768725625,0.00507002187075845,0.0220740500491744,"PDXP (interacts with) Duration.of.therapy"
"1299","PEG10","Duration.of.therapy",0.209941020615101,0.00810806389968022,0.0325051431684637,"PEG10 (interacts with) Duration.of.therapy"
"1300","STRC","Duration.of.therapy",0.210511908446089,0.00793316260494192,0.0319288267966936,"STRC (interacts with) Duration.of.therapy"
"1301","NPIPB5","Duration.of.therapy",0.231755291715105,0.00338976785468503,0.0157821154580589,"NPIPB5 (interacts with) Duration.of.therapy"
"1302","LINC00926","Duration.of.therapy",0.239918877238555,0.00239532008872767,0.0117851168037779,"LINC00926 (interacts with) Duration.of.therapy"
"1303","LOC285638","Duration.of.therapy",0.199925538823729,0.0117838841132403,0.0440821010771505,"LOC285638 (interacts with) Duration.of.therapy"
"1304","NPIPB11","Duration.of.therapy",0.236923835126236,0.00272442259527361,0.0131334642055447,"NPIPB11 (interacts with) Duration.of.therapy"
"1305","CHKB.CPT1B","Duration.of.therapy",0.23004057294851,0.00364091505108943,0.0167548962904011,"CHKB.CPT1B (interacts with) Duration.of.therapy"
"1306","LMNTD2.AS1","Duration.of.therapy",0.200669345719816,0.0114676473632662,0.0431242874155999,"LMNTD2.AS1 (interacts with) Duration.of.therapy"
"1307","SNHG1","Duration.of.therapy",0.234293075489665,0.00304667708450923,0.0144305670489946,"SNHG1 (interacts with) Duration.of.therapy"
"1308","OVCH1.AS1","Duration.of.therapy",-0.207305046085298,0.00896074438801087,0.0352782445486632,"OVCH1.AS1 (interacts with) Duration.of.therapy"
"1309","SNORD3A","Duration.of.therapy",0.209247512136168,0.00832512463126545,0.0332150689161276,"SNORD3A (interacts with) Duration.of.therapy"
"1310","UHRF1","Duration.of.therapy",-0.279157739396078,0.000382349148900119,0.00244002631481812,"UHRF1 (interacts with) Duration.of.therapy"
"1311","H3C10","Duration.of.therapy",-0.217263250797076,0.00610466920136554,0.0257409167281175,"H3C10 (interacts with) Duration.of.therapy"
"1312","LOC285097","Duration.of.therapy",0.260673833189417,0.000939703180240503,0.00530937605163195,"LOC285097 (interacts with) Duration.of.therapy"
"1313","ADORA3","Duration.of.therapy",-0.212430030166967,0.00736976892734664,0.030056932840625,"ADORA3 (interacts with) Duration.of.therapy"
"1314","VL","METS",0.216546493830345,0.00644892924249074,0.0269356730402523,"VL (interacts with) METS"
"1315","hypertension","METS",0.303598630239399,0.000105401949931139,0.00078781480275311,"hypertension (interacts with) METS"
"1316","diabetes","METS",0.236862610185517,0.00273155743011122,0.0131623974438426,"diabetes (interacts with) METS"
"1317","VAT","METS",0.539862253067551,5.96633853433559e-13,1.83839228563953e-11,"VAT (interacts with) METS"
"1318","SAT","METS",0.256907918384892,0.00134736242971156,0.00723057682756199,"SAT (interacts with) METS"
"1319","PLXND1","METS",-0.252497490433042,0.00137109606442776,0.00733903484285204,"PLXND1 (interacts with) METS"
"1320","SLC4A1","METS",0.254106034483898,0.0012740960664237,0.0068928114911875,"SLC4A1 (interacts with) METS"
"1321","ALDH3B1","METS",-0.225845748727081,0.00432738209079231,0.0193509121536534,"ALDH3B1 (interacts with) METS"
"1322","CCDC124","METS",-0.348832431807716,7.06054652477306e-06,7.02729382925874e-05,"CCDC124 (interacts with) METS"
"1323","TENM1","METS",0.204468830900424,0.00996588606896931,0.0384756698353018,"TENM1 (interacts with) METS"
"1324","TYROBP","METS",-0.214185611730723,0.0068855715024243,0.0284251601958518,"TYROBP (interacts with) METS"
"1325","LTF","METS",0.233344292551377,0.00317109336027066,0.0149225895901785,"LTF (interacts with) METS"
"1326","BIRC3","METS",0.252775112742479,0.00135388723542018,0.00726061914481299,"BIRC3 (interacts with) METS"
"1327","TNFRSF1B","METS",-0.263880005119963,0.000807633016152831,0.00466090140654192,"TNFRSF1B (interacts with) METS"
"1328","GRN","METS",-0.298860416109038,0.00013654824750553,0.000990243355630468,"GRN (interacts with) METS"
"1329","SLC4A7","METS",0.412685562978249,7.11255556673507e-08,1.04563317506475e-06,"SLC4A7 (interacts with) METS"
"1330","TIMP2","METS",-0.235284907247942,0.00292134507481689,0.0139300892864445,"TIMP2 (interacts with) METS"
"1331","MSR1","METS",-0.248333155791486,0.00165436476870795,0.0086110642000302,"MSR1 (interacts with) METS"
"1332","ADAM28","METS",0.236950641104565,0.00272130407743321,0.0131208959792813,"ADAM28 (interacts with) METS"
"1333","SCML1","METS",0.272208674403076,0.000540147734539476,0.00329269110494171,"SCML1 (interacts with) METS"
"1334","HOMER3","METS",-0.199471629330556,0.0119806093847012,0.0446760688433164,"HOMER3 (interacts with) METS"
"1335","KCNQ1","METS",-0.378815641226923,9.20101555390573e-07,1.10127787547169e-05,"KCNQ1 (interacts with) METS"
"1336","MCOLN3","METS",0.293030347610859,0.000186638630698122,0.0013033893578019,"MCOLN3 (interacts with) METS"
"1337","LTK","METS",-0.209743654779729,0.00816932068091436,0.0327070601740727,"LTK (interacts with) METS"
"1338","PDE4A","METS",-0.199194007021119,0.0121023474320667,0.0450432919378128,"PDE4A (interacts with) METS"
"1339","SPI1","METS",-0.264157627429401,0.000797039932491028,0.00460817473823194,"SPI1 (interacts with) METS"
"1340","TNFRSF1A","METS",-0.216128967896782,0.00638277318334124,0.0267071452468247,"TNFRSF1A (interacts with) METS"
"1341","HYAL2","METS",-0.227233860274266,0.00408833580016754,0.0184556236002282,"HYAL2 (interacts with) METS"
"1342","RORA","METS",0.212797500183537,0.00726598627692399,0.0297098280038161,"RORA (interacts with) METS"
