"","ID","NAME","EQUATION","GENE.ASSOCIATION","SUBSYSTEM","Flux_C1","Flux_C2","Flux_CT"
"337","MAR02630","palmitoyl-CoA:L-carnitine O-palmitoyltransferase","CoA[m] + L-palmitoylcarnitine[m] <=> L-carnitine[m] + palmitoyl-CoA[m]","ENSG00000095321 or ENSG00000157184","Carnitine shuttle (mitochondrial)",-860.946469228246,-834.421219695489,-874.904227831822
"338","MAR02633","","7-hexadecenoyl-CoA[c] + L-carnitine[c] <=> CoA[c] + hexadecenoylcarnitine(9)[c]","ENSG00000110090 or ENSG00000169169 or ENSG00000205560","Carnitine shuttle (cytosolic)",-0.00146662613883564,568.961962629286,-0.00146662613883564
"339","MAR02634","","hexadecenoylcarnitine(9)[m] + L-carnitine[c] <=> hexadecenoylcarnitine(9)[c] + L-carnitine[m]","ENSG00000149742 or ENSG00000175003 or ENSG00000178537 or ENSG00000197119 or ENSG00000197208","Carnitine shuttle (mitochondrial)",-1000,-1000,-1000
"340","MAR02636","palmitoyl-CoA:L-carnitine O-palmitoyltransferase","CoA[c] + palmitoleoyl-carnitine[c] <=> L-carnitine[c] + palmitoleoyl-CoA[c]","ENSG00000110090 or ENSG00000169169 or ENSG00000205560","Carnitine shuttle (cytosolic)",499.46156170533,334.223902932352,374.423297421098
"341","MAR02638","","L-carnitine[c] + palmitoleoyl-carnitine[m] <=> L-carnitine[m] + palmitoleoyl-carnitine[c]","ENSG00000149742 or ENSG00000175003 or ENSG00000178537 or ENSG00000197119 or ENSG00000197208","Carnitine shuttle (mitochondrial)",-500.53843829467,-665.776097067648,-625.576702578902
"342","MAR02640","palmitoyl-CoA:L-carnitine O-palmitoyltransferase","CoA[m] + palmitoleoyl-carnitine[m] <=> L-carnitine[m] + palmitoleoyl-CoA[m]","ENSG00000095321 or ENSG00000157184","Carnitine shuttle (mitochondrial)",-499.46156170533,-334.223902932352,-374.423297421098
"343","MAR02644","","heptadecanoylcarnitine[m] + L-carnitine[c] <=> heptadecanoylcarnitine[c] + L-carnitine[m]","ENSG00000149742 or ENSG00000175003 or ENSG00000178537 or ENSG00000197119 or ENSG00000197208","Carnitine shuttle (mitochondrial)",-1000,-1000,-1000
"344","MAR02654","","CoA[c] + stearoylcarnitine[c] <=> L-carnitine[c] + stearoyl-CoA[c]","ENSG00000110090 or ENSG00000169169 or ENSG00000205560","Carnitine shuttle (cytosolic)",0.00528851659578322,0.0139537863472015,0.00528851659578322
"345","MAR02655","","L-carnitine[c] + stearoylcarnitine[m] <=> L-carnitine[m] + stearoylcarnitine[c]","ENSG00000149742 or ENSG00000175003 or ENSG00000178537 or ENSG00000197119 or ENSG00000197208","Carnitine shuttle (mitochondrial)",-1000,-1000,-1000
"346","MAR02657","","(13Z)-octadecenoyl-CoA[c] + L-carnitine[c] <=> CoA[c] + octadecenoylcarnitine(5)[c]","ENSG00000110090 or ENSG00000169169 or ENSG00000205560","Carnitine shuttle (cytosolic)",NA,4.15937975601162,0.567950972254948
"347","MAR02658","","L-carnitine[c] + octadecenoylcarnitine(5)[m] <=> L-carnitine[m] + octadecenoylcarnitine(5)[c]","ENSG00000149742 or ENSG00000175003 or ENSG00000178537 or ENSG00000197119 or ENSG00000197208","Carnitine shuttle (mitochondrial)",NA,-1000,-0.567950972254948
"348","MAR02663","","CoA[c] + L-oleoylcarnitine[c] <=> L-carnitine[c] + oleoyl-CoA[c]","ENSG00000110090 or ENSG00000169169 or ENSG00000205560","Carnitine shuttle (cytosolic)",-1000,NA,-999.432049027745
"349","MAR02664","","L-carnitine[c] + L-oleoylcarnitine[m] <=> L-carnitine[m] + L-oleoylcarnitine[c]","ENSG00000149742 or ENSG00000175003 or ENSG00000178537 or ENSG00000197119 or ENSG00000197208","Carnitine shuttle (mitochondrial)",-1000,NA,-999.432049027745
"350","MAR02665","","CoA[m] + L-oleoylcarnitine[m] <=> L-carnitine[m] + oleoyl-CoA[m]","ENSG00000095321 or ENSG00000157184","Carnitine shuttle (mitochondrial)",1000,NA,999.432049027745
"351","MAR02666","","(9E)-octadecenoyl-CoA[c] + L-carnitine[c] <=> (9E)-octadecenoylcarnitine[c] + CoA[c]","ENSG00000110090 or ENSG00000169169 or ENSG00000205560","Carnitine shuttle (cytosolic)",999.998533373861,999.989259187202,999.998533373861
"352","MAR02667","","(9E)-octadecenoylcarnitine[c] + L-carnitine[m] <=> (9E)-octadecenoylcarnitine[m] + L-carnitine[c]","ENSG00000149742 or ENSG00000175003 or ENSG00000178537 or ENSG00000197119 or ENSG00000197208","Carnitine shuttle (mitochondrial)",-1000,-1000,-1000
"353","MAR02673","","(6Z,9Z)-octadecadienoylcarnitine[c] + L-carnitine[m] <=> (6Z,9Z)-octadecadienoylcarnitine[m] + L-carnitine[c]","ENSG00000149742 or ENSG00000175003 or ENSG00000178537 or ENSG00000197119 or ENSG00000197208","Carnitine shuttle (mitochondrial)",-1000,-1000,-1000
"354","MAR02679","","eicosanoylcarnitine[m] + L-carnitine[c] <=> eicosanoylcarnitine[c] + L-carnitine[m]","ENSG00000149742 or ENSG00000175003 or ENSG00000178537 or ENSG00000197119 or ENSG00000197208","Carnitine shuttle (mitochondrial)",-1000,-1000,-1000
"355","MAR02711","","CoA[c] + octadecatrienoylcarnitine[c] <=> L-carnitine[c] + linolenoyl-CoA[c]","ENSG00000110090 or ENSG00000169169 or ENSG00000205560","Carnitine shuttle (cytosolic)",-1000,224.719892166395,-1000
"356","MAR02712","","L-carnitine[c] + octadecatrienoylcarnitine[m] <=> L-carnitine[m] + octadecatrienoylcarnitine[c]","ENSG00000149742 or ENSG00000175003 or ENSG00000178537 or ENSG00000197119 or ENSG00000197208","Carnitine shuttle (mitochondrial)",-1000,224.719892166395,-1000
"357","MAR02713","","CoA[m] + octadecatrienoylcarnitine[m] <=> L-carnitine[m] + linolenoyl-CoA[m]","ENSG00000095321 or ENSG00000157184","Carnitine shuttle (mitochondrial)",1000,-224.719892166395,1000
"358","MAR02714","","(6Z,9Z,12Z,15Z)-octadecatetraenoyl-CoA[c] + L-carnitine[c] <=> (6Z,9Z,12Z,15Z)-octadecatetraenoylcarnitine[c] + CoA[c]","ENSG00000110090 or ENSG00000169169 or ENSG00000205560","Carnitine shuttle (cytosolic)",0.00528851659578322,0.0139537863472015,0.00528851659578322
"359","MAR02715","","(6Z,9Z,12Z,15Z)-octadecatetraenoylcarnitine[c] + L-carnitine[m] <=> (6Z,9Z,12Z,15Z)-octadecatetraenoylcarnitine[m] + L-carnitine[c]","ENSG00000149742 or ENSG00000175003 or ENSG00000178537 or ENSG00000197119 or ENSG00000197208","Carnitine shuttle (mitochondrial)",-1000,-1000,-1000
"360","MAR02718","","(8Z,11Z,14Z,17Z)-eicosatetraenoylcarnitine[c] + L-carnitine[m] <=> (8Z,11Z,14Z,17Z)-eicosatetraenoylcarnitine[m] + L-carnitine[c]","ENSG00000149742 or ENSG00000175003 or ENSG00000178537 or ENSG00000197119 or ENSG00000197208","Carnitine shuttle (mitochondrial)",-1000,-1000,-1000
"361","MAR02722","","(5Z,8Z,11Z,14Z,17Z)-eicosapentaenoylcarnitine[c] + L-carnitine[m] <=> (5Z,8Z,11Z,14Z,17Z)-eicosapentaenoylcarnitine[m] + L-carnitine[c]","ENSG00000149742 or ENSG00000175003 or ENSG00000178537 or ENSG00000197119 or ENSG00000197208","Carnitine shuttle (mitochondrial)",-1000,-1000,-1000
"362","MAR02727","","(7Z,10Z,13Z,16Z,19Z)-docosapentaenoylcarnitine[c] + L-carnitine[m] <=> (7Z,10Z,13Z,16Z,19Z)-docosapentaenoylcarnitine[m] + L-carnitine[c]","ENSG00000149742 or ENSG00000175003 or ENSG00000178537 or ENSG00000197119 or ENSG00000197208","Carnitine shuttle (mitochondrial)",-1000,-1000,-1000
"363","MAR02730","","(4Z,7Z,10Z,13Z,16Z,19Z)-docosahexaenoyl-CoA[c] + L-carnitine[c] <=> CoA[c] + docosahexaenoylcarnitine[c]","ENSG00000110090 or ENSG00000169169 or ENSG00000205560","Carnitine shuttle (cytosolic)",-0.0198044746107371,-0.0478415531904375,-0.0198044746107371
"364","MAR02744","","L-carnitine[c] + linoleic-carnitine[m] <=> L-carnitine[m] + linoleic-carnitine[c]","ENSG00000149742 or ENSG00000175003 or ENSG00000178537 or ENSG00000197119 or ENSG00000197208","Carnitine shuttle (mitochondrial)",-1000,-1000,-1000
"365","MAR02748","","gamma-linolenoylcarnitine[m] + L-carnitine[c] <=> gamma-linolenoylcarnitine[c] + L-carnitine[m]","ENSG00000149742 or ENSG00000175003 or ENSG00000178537 or ENSG00000197119 or ENSG00000197208","Carnitine shuttle (mitochondrial)",1000,1000,1000
"366","MAR02753","","eicosatrienoylcarnitine[m] + L-carnitine[c] <=> eicosatrienoylcarnitine[c] + L-carnitine[m]","ENSG00000149742 or ENSG00000175003 or ENSG00000178537 or ENSG00000197119 or ENSG00000197208","Carnitine shuttle (mitochondrial)",1000,-1000,-1000
"367","MAR02757","","arachidonyl-carnitine[m] + L-carnitine[c] <=> arachidonyl-carnitine[c] + L-carnitine[m]","ENSG00000149742 or ENSG00000175003 or ENSG00000178537 or ENSG00000197119 or ENSG00000197208","Carnitine shuttle (mitochondrial)",-1000,-1000,-1000
"368","MAR02759","","(7Z,10Z,13Z,16Z)-docosatetraenoyl-CoA[c] + L-carnitine[c] <=> CoA[c] + ocosatetraenoylcarnitine[c]","ENSG00000110090 or ENSG00000169169 or ENSG00000205560","Carnitine shuttle (cytosolic)",0.0198044746107371,0.0478415531904375,0.0198044746107371
"369","MAR02760","","L-carnitine[c] + ocosatetraenoylcarnitine[m] <=> L-carnitine[m] + ocosatetraenoylcarnitine[c]","ENSG00000149742 or ENSG00000175003 or ENSG00000178537 or ENSG00000197119 or ENSG00000197208","Carnitine shuttle (mitochondrial)",-1000,-1000,-1000
"370","MAR02764","","(4Z,7Z,10Z,13Z,16Z)-docosapentaenoylcarnitine[c] + L-carnitine[m] <=> (4Z,7Z,10Z,13Z,16Z)-docosapentaenoylcarnitine[m] + L-carnitine[c]","ENSG00000149742 or ENSG00000175003 or ENSG00000178537 or ENSG00000197119 or ENSG00000197208","Carnitine shuttle (mitochondrial)",-1000,-1000,-1000
"371","MAR02817","","L-carnitine[c] + stearoylcarnitine[r] <=> L-carnitine[r] + stearoylcarnitine[c]","ENSG00000197375","Other",0.00528851659578322,0.0139537863472015,0.00528851659578322
"372","MAR02819","","CoA[r] + stearoylcarnitine[r] <=> L-carnitine[r] + stearoyl-CoA[r]","ENSG00000095321","Other",-0.00528851659578322,-0.0139537863472015,-0.00528851659578322
"373","MAR02861","","(6Z,9Z,12Z,15Z)-octadecatetraenoylcarnitine[c] + L-carnitine[r] <=> (6Z,9Z,12Z,15Z)-octadecatetraenoylcarnitine[r] + L-carnitine[c]","ENSG00000197375","Other",0.00528851659578322,0.0139537863472015,0.00528851659578322
"374","MAR02862","","(6Z,9Z,12Z,15Z)-octadecatetraenoyl-CoA[r] + L-carnitine[r] <=> (6Z,9Z,12Z,15Z)-octadecatetraenoylcarnitine[r] + CoA[r]","ENSG00000095321","Other",-0.00528851659578322,-0.0139537863472015,-0.00528851659578322
"375","MAR02869","","docosahexaenoylcarnitine[r] + L-carnitine[c] <=> docosahexaenoylcarnitine[c] + L-carnitine[r]","ENSG00000197375","Other",0.0198044746107371,0.0478415531904375,0.0198044746107371
"376","MAR02870","","(4Z,7Z,10Z,13Z,16Z,19Z)-docosahexaenoyl-CoA[r] + L-carnitine[r] <=> CoA[r] + docosahexaenoylcarnitine[r]","ENSG00000095321","Other",0.0198044746107371,0.0478415531904375,0.0198044746107371
"377","MAR02885","","5beta-cholestane-3alpha,7alpha,26-triol[m] + NAD+[m] <=> 3alpha,7alpha-dihydroxy-5beta-cholestan-26-al[m] + H+[m] + NADH[m]","ENSG00000135929","Other",-1000,-1000,-1000
"378","MAR02896","","L-carnitine[c] + ocosatetraenoylcarnitine[r] <=> L-carnitine[r] + ocosatetraenoylcarnitine[c]","ENSG00000197375","Other",-0.0198044746107371,-0.0478415531904375,-0.0198044746107371
"379","MAR02897","","(7Z,10Z,13Z,16Z)-docosatetraenoyl-CoA[r] + L-carnitine[r] <=> CoA[r] + ocosatetraenoylcarnitine[r]","ENSG00000095321","Other",-0.0198044746107371,-0.0478415531904375,-0.0198044746107371
"380","MAR02958","2',3'-Cyclic-Nucleotide 3'-Phosphodiesterase","H2O[e] + 2,3-cyclic-UMP[e] <=> H+[e] + 3-UMP[e]","ENSG00000173786","Miscellaneous",-1000,1000,1000
"381","MAR02960","","11-cis-retinal[c] + H+[c] + NADPH[c] + O2[c] => 4-OH-9-cis-retinal[c] + H2O[c] + NADP+[c]","","Other",0.00179945569627871,0.00199195041122021,0.00179945569627871
"382","MAR02982","","(6Z,9Z,12Z,15Z)-octadecatetraenoyl-CoA[r] + AMP[r] + PPi[r] <=> ATP[r] + CoA[r] + stearidonic acid[r]","ENSG00000068366 or ENSG00000103740 or ENSG00000123983 or ENSG00000130377 or ENSG00000140284 or ENSG00000151726 or ENSG00000164398 or ENSG00000197142 or ENSG00000239642","Other",0.00528851659578322,0.0139537863472015,0.00528851659578322
"383","MAR02993","","9-cis-retinal[c] + H+[c] + NADPH[c] + O2[c] => 4-OH-retinal[c] + H2O[c] + NADP+[c]","","Other",0.00179945569627871,0.00199195041122021,0.00179945569627871
"384","MAR03026","","L-carnitine[c] <=> L-carnitine[x]","ENSG00000197375","Transport reactions",1000,1000,1000
"385","MAR03029","","L-carnitine[c] + O-acetylcarnitine[x] <=> L-carnitine[x] + O-acetylcarnitine[c]","ENSG00000095321","Other",-1000,NA,-1000
"386","MAR03032","Octanoyl-CoA:L-carnitine O-octanoyltransferase","CoA[c] + L-octanoylcarnitine[c] <=> L-carnitine[c] + octanoyl-CoA[c]","ENSG00000110090 or ENSG00000169169 or ENSG00000205560","Carnitine shuttle (cytosolic)",0.00287606027484344,415.178685027787,291.369200492274
"387","MAR03119","","H2O[c] + melatonin[c] <=> 6-hydroxymelatonin[c] + 2 H+[c]","","Other",967.351219868209,-1000,-1000
"388","MAR03122","(S)-3-Hydroxyhexadecanoyl-CoA hydro-lyase","(2E)-hexadecenoyl-CoA[m] + H2O[m] => (S)-3-hydroxyhexadecanoyl-CoA[m]","ENSG00000084754 and ENSG00000113790 and ENSG00000127884","Other",0.0575078839456196,165.578780304511,125.095772168178
"389","MAR03123","(S)-3-Hydroxyhexadecanoyl-CoA:NAD+ oxidoreductase","(S)-3-hydroxyhexadecanoyl-CoA[m] + NAD+[m] => 3-oxopalmitoyl-CoA[m] + H+[m] + NADH[m]","ENSG00000072506 and ENSG00000084754 and ENSG00000138796","Other",0.0575078839456196,165.578780304511,125.095772168178
"390","MAR03125","myristoyl-CoA:acetylCoA C-myristoyltransferase","3-oxopalmitoyl-CoA[m] + CoA[m] => acetyl-CoA[m] + myristoyl-CoA[m]","ENSG00000084754 and ENSG00000138029 and ENSG00000167315","Other",0.0575078839456196,165.578780304511,125.095772168178
"391","MAR03127","Peptidyl-Dipeptidase A","H2O[e] + N-acetyl-seryl-aspartyl-lysyl-proline[e] <=> N-acetyl-seryl-aspartate[e] + lysyl-proline[e]","ENSG00000130234 or ENSG00000159640","Miscellaneous",1000,-1000,-1000
"392","MAR03137","(S)-3-hydroxydodecanoyl-CoA:NAD+ oxidoreductase","(S)-3-hydroxydodecanoyl-CoA[m] + NAD+[m] => 3-oxododecanoyl-CoA[m] + H+[m] + NADH[m]","ENSG00000072506 and ENSG00000084754 and ENSG00000138796","Other",NA,165.178685027787,125.041140344507
"393","MAR03139","Decanoyl-CoA:acetyl-CoA C-acyltransferase","3-oxododecanoyl-CoA[m] + CoA[m] => acetyl-CoA[m] + decanoyl-CoA[m]","ENSG00000084754 and ENSG00000138029 and ENSG00000167315","Other",NA,165.178685027787,125.041140344507
"394","MAR03209","","5beta-cholestane-3alpha,7alpha,12alpha,26-tetrol[m] + NAD+[m] <=> 3alpha,7alpha,12alpha-trihydroxy-5beta-cholestan-27-al[m] + H+[m] + NADH[m]","ENSG00000135929","Other",NA,-507.4541156539,-507.458549747275
"395","MAR03214","","3alpha,7alpha,12alpha-trihydroxy-5beta-cholestan-27-al[m] + H2O[m] + NADP+[m] <=> 3alpha,7alpha,12alpha-trihydroxy-5beta-cholestanate[m] + 2 H+[m] + NADPH[m]","ENSG00000135929","Other",NA,-507.4541156539,-507.458549747275
"396","MAR03258","","(7Z)-tetradecenoyl-CoA[m] + FAD[m] => FADH2[m] + trans,cis-myristo-2,7-dienoyl-CoA[m]","ENSG00000072778 or ENSG00000115361 or ENSG00000117054 or ENSG00000177646","Other",NA,NA,125.042606970646
"397","MAR03260","","H2O[m] + trans,cis-myristo-2,7-dienoyl-CoA[m] => cis-(3S)-hydroxytetradec-7-enoyl-CoA[m]","ENSG00000084754 and ENSG00000113790 and ENSG00000127884","Other",NA,NA,125.042606970646
"398","MAR03262","","cis-(3S)-hydroxytetradec-7-enoyl-CoA[m] + NAD+[m] => 3-oxomyrist-7-enoyl-CoA[m] + H+[m] + NADH[m]","ENSG00000072506 and ENSG00000084754 and ENSG00000138796","Other",NA,NA,125.042606970646
"399","MAR03264","","3-oxomyrist-7-enoyl-CoA[m] + CoA[m] => (5Z)-dodecenoyl-CoA[m] + acetyl-CoA[m]","ENSG00000084754 and ENSG00000138029 and ENSG00000167315","Other",NA,NA,125.042606970646
"400","MAR03272","3-cis-Dodecenoyl-CoA delta3-cis-delta2-trans-isomerase","(2E)-dodecenoyl-CoA[m] <=> (5Z)-dodecenoyl-CoA[m]","ENSG00000104823 or ENSG00000167969 or ENSG00000198721","Other",NA,NA,-125.042606970646
"401","MAR03273","Long-Chain-Fatty-Acid- Coenzyme A Ligase","ATP[m] + CoA[m] + palmitolate[m] => AMP[m] + palmitoleoyl-CoA[m] + PPi[m]","ENSG00000068366 or ENSG00000123983 or ENSG00000151726 or ENSG00000164398 or ENSG00000197142","Fatty acid oxidation",499.46156170533,334.223902932352,374.423297421098
"402","MAR03438","","(4Z,7Z,10Z,13Z,16Z,19Z)-docosahexaenoyl-CoA[r] + 3 H+[r] + NADPH[r] <=> (7Z,10Z,13Z,16Z)-docosatetraenoyl-CoA[r] + NADP+[r]","ENSG00000066322","Fatty acid oxidation",-0.0198044746107371,-0.0478415531904375,-0.0198044746107371
"403","MAR03769","3-methylbutanoyl-CoA:electron-transfer flavoprotein 2,3-oxidoreductase","3-methylcrotonyl-CoA[m] + ubiquinol[m] <=> isovaleryl-CoA[m] + ubiquinone[m]","ENSG00000128928","Other",-1000,-1000,1000
"404","MAR03770","3-methylbutanoyl-CoA:electron-transfer flavoprotein 2,3-oxidoreductase","3-methylcrotonyl-CoA[m] + FADH2[m] <=> FAD[m] + isovaleryl-CoA[m]","ENSG00000196177","Other",1000,1000,-1000
"405","MAR03783","(S)-2-methylbutanoyl-CoA:acceptor 2,3-oxidoreductase","2-methylbutyryl-CoA[m] + ubiquinone[m] <=> tiglyl-CoA[m] + ubiquinol[m]","ENSG00000122971 or ENSG00000196177","Other",-1000,-1000,0.00360937334426126
"406","MAR03784","","2-methylbutyryl-CoA[m] + FAD[m] <=> FADH2[m] + tiglyl-CoA[m]","ENSG00000196177","Other",1000,1000,-0.00360937334426126
"407","MAR03796","Propionyladenylate:CoA propionyltransferase","AMP[m] + H+[m] + propanoyl-CoA[m] <=> CoA[m] + propinol adenylate[m]","ENSG00000111058 or ENSG00000131069 or ENSG00000154930","Other",1000,-1000,1000
"408","MAR03797","Propanoate:CoA ligase (AMP-forming)","AMP[m] + PPi[m] + propanoyl-CoA[m] <=> ATP[m] + CoA[m] + propanoate[m]","ENSG00000111058 or ENSG00000131069 or ENSG00000154930","Other",-1000,1000,-1000
"409","MAR03802","L-glutamate:NAD+ oxidoreductase (deaminating)","AKG[m] + 2 H+[m] + NADH[m] + NH3[m] <=> glutamate[m] + H2O[m] + NAD+[m]","ENSG00000148672 or ENSG00000182890","Other",1000,-711.000125882292,-902.6341811001
"410","MAR03804","L-glutamate:NADP+ oxidoreductase (deaminating)","AKG[m] + 2 H+[m] + NADPH[m] + NH3[m] <=> glutamate[m] + H2O[m] + NADP+[m]","ENSG00000148672 or ENSG00000182890","Other",-1000,1000,1000
"411","MAR03806","L-glutamate gamma-semialdehyde:NAD+ oxidoreductase","glutamate[m] + 2 H+[m] + NADH[m] <=> H2O[m] + L-glutamate 5-semialdehyde[m] + NAD+[m]","ENSG00000159423","Other",-139.883346326824,1000,1000
"412","MAR03807","L-Ornithine:2-oxo-acid aminotransferase","AKG[m] + ornithine[m] <=> glutamate[m] + L-glutamate 5-semialdehyde[m]","ENSG00000065154","Other",834.625341091388,-26.4440344192828,-97.3658188998996
"413","MAR03818","","L-glutamate 5-semialdehyde[c] <=> L-glutamate 5-semialdehyde[m]","","Transport reactions",-694.741994764564,-973.555965580717,-902.6341811001
"414","MAR03819","","1-pyrroline-5-carboxylate[c] + H+[c] + H2O[c] <=> L-glutamate 5-semialdehyde[c]","ENSG00000159423","Other",-694.741994764564,-973.555965580717,-902.6341811001
"415","MAR03827","L-Aspartate:2-oxoglutarate aminotransferase","AKG[m] + aspartate[m] <=> glutamate[m] + OAA[m]","ENSG00000125166","Other",NA,NA,-97.3604205328108
"416","MAR03829","L-Aspartate:2-oxoglutarate aminotransferase","AKG[c] + aspartate[c] <=> glutamate[c] + OAA[c]","ENSG00000120053 or ENSG00000169154","Other",-986.87799679162,-69.1279051968519,165.025909307079
"417","MAR03835","L-Proline:NAD+ 5-oxidoreductase","1-pyrroline-5-carboxylate[c] + 2 H+[c] + NADH[c] => NAD+[c] + proline[c]","ENSG00000104524 or ENSG00000143811 or ENSG00000183010 or ENSG00000243709","Other",NA,973.555965580717,902.6341811001
"418","MAR03839","3-Phospho-D-glycerate:NAD+ 2-oxidoreductase","3-phospho-D-glycerate[c] + NAD+[c] <=> 3-phosphonooxypyruvate[c] + H+[c] + NADH[c]","ENSG00000092621 or ENSG00000134882","Other",0.105382367871925,0.116655526141585,0.105382367871925
"419","MAR03841","3-Phosphoserine:2-oxoglutarate aminotransferase","3-phosphonooxypyruvate[c] + glutamate[c] <=> 3-phosphoserine[c] + AKG[c]","ENSG00000135069","Other",0.105382367871925,0.116655526141585,0.105382367871925
"420","MAR03845","5,10-Methylenetetrahydrofolate:glycine hydroxymethyltransferase","serine[c] + THF[c] <=> 5,10-methylene-THF[c] + glycine[c] + H2O[c]","ENSG00000176974","Other",-999.305274095865,-961.012169364952,-999.305274095864
"421","MAR03846","Long-Chain-Fatty-Acid- Coenzyme A Ligase","10,11-dihydro-12-epi-LTB4[m] + ATP[m] + CoA[m] <=> 10,11-dihydro-LTB4-CoA[m] + AMP[m] + PPi[m]","ENSG00000068366 or ENSG00000123983 or ENSG00000151726 or ENSG00000164398 or ENSG00000197142","Other",-1000,-1000,-1000
"422","MAR03863","","3-sulfinoalanine[c] + aspartate[m] <=> 3-sulfinoalanine[m] + aspartate[c]","ENSG00000004864 or ENSG00000115840","Transport reactions",NA,NA,97.3604205328108
"423","MAR03864","","3-sulfinoalanine[m] + glutamate[c] + H+[i] => 3-sulfinoalanine[c] + glutamate[m] + H+[m]","ENSG00000004864 or ENSG00000115840","Transport reactions",NA,NA,97.3604205328109
"424","MAR03871","ATP:dephospho-CoA 3'-phosphotransferase","ATP[c] + dephospho-CoA[c] => ADP[c] + CoA[c] + H+[c]","ENSG00000068120","Other",0.994809552711132,1.10122816677662,0.994809552711136
"425","MAR03874","Long-Chain-Fatty-Acid- Coenzyme A Ligase","10,11-dihydro-12-epi-LTB4[x] + ATP[x] + CoA[x] <=> 10,11-dihydro-LTB4-CoA[x] + AMP[x] + PPi[x]","ENSG00000068366 or ENSG00000123983 or ENSG00000140284 or ENSG00000151726 or ENSG00000164398 or ENSG00000197142","Other",-1000,-1000,-1000
